3,16,22,14641,1.45655896694692e-57,0.001,0.0512380161929108,7,1000,116.85126943139,0.11685126943139
4,16,60,14813,0,0.001,0.152242130609712,24,1000,17.2890029212047,0.0172890029212047
5,16,110,16577,3.3586497150754e-76,0.001,0.694246603694315,6,1000,1.96599886332114,0.00196599886332114
6,16,160,19163,3.32292629446929e-189,0.001,0.33362530162753,13,1000,6.44971753566211,0.00644971753566211
7,16,227,20675,0,0.001,0.188967838526362,21,1000,17.1057660018662,0.0171057660018662
8,16,275,24340,0,0.001,0.142827882071417,24,1000,21.8123344165484,0.0218123344165484
9,16,393,28270,0,0.001,0.529200355387937,7,1000,3.00310362846787,0.00300310362846787
10,16,576,33443,0,0.001,0.288627268414261,13,1000,7.27303079441588,0.00727303079441588
11,16,767,41379,0,0.001,0.458522246261713,10,1000,4.04765898166092,0.00404765898166092
12,16,907,43368,0,0.001,0.375090298437951,13,1000,5.24255136235618,0.00524255136235618
3,17,20,18147,2.71961283327065e-27,0.001,0.0403845504655922,11,1000,131.997307928731,0.131997307928731
4,17,47,18390,4.20955418065411e-18,0.001,0.0935578865155488,14,1000,60.124843064005,0.060124843064005
5,17,95,20212,0,0.001,0.968625978106179,1,1000,1.065727720976,0.001065727720976
6,17,159,20329,0,0.001,0.201871877853202,17,1000,11.9904411063288,0.0119904411063288
7,17,237,20561,0,0.001,0.503540652509431,9,1000,3.23457316708754,0.00323457316708753
8,17,331,20926,2.73789181487413e-55,0.001,0.219809965070294,14,1000,9.21632185237138,0.00921632185237138
9,17,447,26572,0,0.001,0.526823339112745,10,1000,3.19084151051867,0.00319084151051867
10,17,586,33236,4.62225440841528e-87,0.001,0.641452247048833,8,1000,2.38817678560322,0.00238817678560322
11,17,697,40788,0,0.001,0.843312089467891,4,1000,1.39775473912455,0.00139775473912455
12,17,884,42282,0,0.001,0.405491464360048,12,1000,4.91509781161139,0.00491509781161139
3,18,16,21656,8.22319389639504e-05,0.001,0.0328446378248439,1,1000,433.278437323344,0.433278437323344
4,18,45,22579,2.31756718554537e-15,0.001,0.228034490727916,10,1000,9.75019548128264,0.00975019548128264
5,18,95,23397,0,0.001,0.23829522465169,12,1000,11.2377008317324,0.0112377008317324
6,18,139,25842,0,0.001,0.286141675093868,13,1000,8.36603032390239,0.00836603032390239
7,18,212,28122,0,0.001,0.537787011943103,8,1000,2.84788096479879,0.00284788096479879
8,18,293,31677,0,0.001,0.313852250447005,7,1000,4.9623396501631,0.0049623396501631
9,18,403,33213,0,0.001,0.198803590860493,16,1000,11.4773124951438,0.0114773124951438
10,18,612,36699,0,0.001,0.89530160709157,2,1000,1.24230610779896,0.00124230610779896
11,18,818,43867,0,0.001,0.556962016642835,3,1000,2.17745242535797,0.00217745242535797
12,18,935,51832,0,0.001,0.34291627566832,8,1000,3.97903972273436,0.00397903972273436
3,19,21,25232,0,0.001,0.079236218964014,8,1000,74.3526248761048,0.0743526248761048
4,19,48,26080,0,0.001,0.167147760824727,14,1000,28.5710253535483,0.0285710253535483
5,19,83,26866,0,0.001,0.878263961123375,3,1000,1.29481090563372,0.00129481090563372
6,19,155,29374,0,0.001,0.181807148914331,17,1000,17.2515121339891,0.0172515121339891
7,19,252,30682,0,0.001,0.575890000290062,9,1000,2.8350161884649,0.0028350161884649
8,19,322,35067,9.69966086378033e-64,0.001,0.783993123890354,4,1000,1.57090383652445,0.00157090383652445
9,19,393,35829,0,0.001,0.528368375884076,11,1000,3.2012498317237,0.0032012498317237
10,19,597,41296,0,0.001,0.463892847318094,7,1000,3.54457430871942,0.00354457430871942
11,19,720,48880,0,0.001,0.868905905448728,4,1000,1.31291655395201,0.00131291655395201
12,19,921,49600,0,0.001,0.872203800010727,5,1000,1.3119895899413,0.0013119895899413
3,20,21,28748,1.38897859870959e-91,0.001,0.0104969052170095,1,1000,383.869979310648,0.383869979310648
4,20,47,29183,0,0.001,0.132294327270086,8,1000,46.2323430721434,0.0462323430721433
5,20,106,30379,2.09843314638858e-44,0.001,0.466473929177876,12,1000,3.72275335794835,0.00372275335794835
6,20,141,30574,0,0.001,0.219783108015601,13,1000,8.66524653607264,0.00866524653607264
7,20,245,34206,0,0.001,0.919752653424354,4,1000,1.18104330435161,0.00118104330435161
8,20,296,37226,0,0.001,0.156097537773013,18,1000,16.3135581122853,0.0163135581122853
9,20,438,39320,4.40506707877633e-76,0.001,0.401032992137486,11,1000,4.53509870910162,0.00453509870910162
10,20,574,42022,0,0.001,0.837175233294804,5,1000,1.41642320819555,0.00141642320819555
11,20,788,44958,0,0.001,0.370773328911298,9,1000,4.2282817405501,0.0042282817405501
12,20,912,47073,0,0.001,0.703633006975287,4,1000,1.91145923492092,0.00191145923492092
