1,8,0.14616345,2,8,0.15133282,7,8,0.27599864,6,7,0.146331,3,6,0.19177903,4,6,0.12408391,5,7,0.12698049,-6446.048,23.253387,-0.046022111,-6422.7486
1,8,0.14152127,2,8,0.15137409,7,8,0.32213967,6,7,0.16654165,3,6,0.17785631,4,6,0.1442102,5,7,0.13279148,-6444.1221,24.728693,-0.5509013,-6418.8425
1,8,0.14770244,2,8,0.15948664,7,8,0.24861251,6,7,0.11648433,3,6,0.15338394,4,6,0.19399649,5,7,0.17805243,-6445.3483,23.954376,-2.3331056,-6419.0608
1,8,0.13221066,2,8,0.16698885,7,8,0.2346158,6,7,0.15621327,3,6,0.18052604,4,6,0.16707147,5,7,0.17650878,-6443.5644,24.282697,-0.43235578,-6418.8493
1,8,0.15940397,2,8,0.16089648,7,8,0.2558841,6,7,0.13497217,3,6,0.15695985,4,6,0.15926856,5,7,0.17999893,-6441.9068,24.147681,-0.34588619,-6417.4132
1,8,0.1771906,2,8,0.13028155,7,8,0.24814972,6,7,0.14307038,3,6,0.17881711,4,6,0.16437902,5,7,0.15942481,-6442.6067,24.026264,-0.069175283,-6418.5113
1,8,0.17093661,2,8,0.12563389,7,8,0.31744914,6,7,0.15740466,3,6,0.14872475,4,6,0.15099048,5,7,0.14691779,-6444.851,24.361147,-2.1113541,-6418.3785
1,8,0.17080137,2,8,0.13899738,7,8,0.27006344,6,7,0.15486154,3,6,0.18317037,4,6,0.16459406,5,7,0.17888689,-6442.6937,25.227501,-0.77657982,-6416.6896
1,8,0.13158274,2,8,0.15297654,7,8,0.26224853,6,7,0.16750785,3,6,0.18046254,4,6,0.14123021,5,7,0.14925376,-6442.1602,23.705244,-0.45566067,-6417.9993
1,8,0.15829731,2,8,0.12803423,7,8,0.27144884,6,7,0.12179807,3,6,0.17908486,4,6,0.15899897,5,7,0.19951049,-6444.8041,24.343455,-0.75574952,-6419.7049
1,8,0.14760506,2,8,0.1448802,7,8,0.29311471,6,7,0.14149525,3,6,0.20452297,4,6,0.1637347,5,7,0.1933728,-6446.3428,25.774514,-0.59901214,-6419.9692
1,8,0.11729477,2,8,0.16344601,7,8,0.25007684,6,7,0.15559573,3,6,0.19463228,4,6,0.15831989,5,7,0.15870253,-6444.6844,23.961361,-1.0331857,-6419.6898
1,8,0.14279123,2,8,0.17606304,7,8,0.26867664,6,7,0.14264086,3,6,0.16552532,4,6,0.16776411,5,7,0.14320766,-6442.012,24.133377,-0.47250664,-6417.4061
1,8,0.12903636,2,8,0.1562462,7,8,0.25490191,6,7,0.15111793,3,6,0.20638014,4,6,0.13814806,5,7,0.17932038,-6445.4221,24.30302,-3.9912007,-6417.1279
1,8,0.14069734,2,8,0.17445143,7,8,0.27071131,6,7,0.13926368,3,6,0.20230591,4,6,0.16478577,5,7,0.15904906,-6443.957,25.02529,-2.38712,-6416.5446
1,8,0.14776759,2,8,0.14116394,7,8,0.2392571,6,7,0.15713383,3,6,0.14146047,4,6,0.18261947,5,7,0.15163921,-6443.7495,23.220832,-0.70302736,-6419.8257
1,8,0.10301414,2,8,0.15713626,7,8,0.24139709,6,7,0.14963256,3,6,0.16258794,4,6,0.16557776,5,7,0.16412303,-6447.3842,22.869376,-0.70185379,-6423.813
1,8,0.14991457,2,8,0.17329927,7,8,0.286888,6,7,0.16644015,3,6,0.16108309,4,6,0.16374838,5,7,0.18571026,-6444.3616,25.741674,-0.25787863,-6418.3621
1,8,0.15895197,2,8,0.15089102,7,8,0.25270976,6,7,0.1229886,3,6,0.17597716,4,6,0.15090582,5,7,0.17089762,-6442.0437,23.666439,-1.3673678,-6417.0099
1,8,0.12479356,2,8,0.14109467,7,8,0.2371927,6,7,0.1481206,3,6,0.16583239,4,6,0.15323359,5,7,0.14549729,-6444.461,22.315296,-1.1782501,-6420.9675
1,8,0.16375828,2,8,0.12854294,7,8,0.25206586,6,7,0.13252286,3,6,0.13417492,4,6,0.18051901,5,7,0.16445286,-6445.3743,23.120734,-0.11153352,-6422.142
1,8,0.1410921,2,8,0.159826,7,8,0.25901934,6,7,0.15457426,3,6,0.18007261,4,6,0.17123563,5,7,0.15278153,-6441.3096,24.372029,-0.7378002,-6416.1997
1,8,0.15916762,2,8,0.14045287,7,8,0.22727886,6,7,0.14751175,3,6,0.17085022,4,6,0.14129452,5,7,0.17083208,-6443.0396,23.147758,-0.15156855,-6419.7402
1,8,0.14334355,2,8,0.19743763,7,8,0.25747795,6,7,0.13666174,3,6,0.19157879,4,6,0.15569655,5,7,0.15942184,-6445.4975,24.832361,-4.4580295,-6416.2071
1,8,0.14971013,2,8,0.15490677,7,8,0.24327407,6,7,0.13292237,3,6,0.18254002,4,6,0.1500712,5,7,0.18236625,-6442.3473,23.915816,-0.31087794,-6418.1207
1,8,0.15586576,2,8,0.14174894,7,8,0.25239796,6,7,0.13263439,3,6,0.14723781,4,6,0.17888419,5,7,0.19371448,-6444.093,24.049671,-0.78384863,-6419.2595
