1,20,0.16597255,19,20,0.096221579,18,19,0.16719095,17,18,0.16262544,16,17,0.14632639,2,16,0.16852018,3,16,0.096452464,4,17,0.19328095,5,18,0.113318,15,19,0.13447236,6,15,0.1830885,14,15,0.15052369,13,14,0.1541247,12,13,0.14521453,7,12,0.13916934,8,12,0.14371338,9,13,0.1298217,10,14,0.15144231,11,20,0.10759516,-11641.47,54.981483,-0.40111416,-11586.087
1,20,0.16017278,19,20,0.11276593,18,19,0.19793094,17,18,0.13000357,16,17,0.17301715,2,16,0.12626242,3,16,0.11591223,4,17,0.16060729,5,18,0.12124658,15,19,0.18229038,6,15,0.1630667,14,15,0.17003838,13,14,0.15535374,12,13,0.14716108,7,12,0.12430411,8,12,0.17130803,9,13,0.15193036,10,14,0.12294003,11,20,0.12660754,-11637.06,56.258385,-0.43446709,-11580.367
1,20,0.17608359,19,20,0.1067837,18,19,0.12908022,17,18,0.15335132,16,17,0.11891523,2,16,0.15993584,3,16,0.13269859,4,17,0.16722357,5,18,0.1403155,15,19,0.10991131,6,15,0.1782692,14,15,0.18098419,13,14,0.16474825,12,13,0.1362785,7,12,0.14550659,8,12,0.15323474,9,13,0.11631305,10,14,0.13112316,11,20,0.10798948,-11642.377,54.17492,-3.0852021,-11585.117
1,20,0.1401153,19,20,0.12074784,18,19,0.17454476,17,18,0.12988547,16,17,0.12361626,2,16,0.13069091,3,16,0.15487175,4,17,0.1795203,5,18,0.13551169,15,19,0.15567861,6,15,0.16249834,14,15,0.16357895,13,14,0.14997752,12,13,0.22922951,7,12,0.18478195,8,12,0.11526549,9,13,0.10301158,10,14,0.13914337,11,20,0.10882965,-11646.266,56.029985,-1.2502164,-11588.985
1,20,0.13608047,19,20,0.1275227,18,19,0.19655775,17,18,0.11771168,16,17,0.14041441,2,16,0.1654077,3,16,0.10353541,4,17,0.1624038,5,18,0.11813144,15,19,0.14350784,6,15,0.18771683,14,15,0.10334753,13,14,0.13423281,12,13,0.13670526,7,12,0.16448372,8,12,0.13271268,9,13,0.15350949,10,14,0.14970137,11,20,0.13779515,-11642.59,54.229561,-1.8218183,-11586.539
1,20,0.14771218,19,20,0.137736,18,19,0.17439547,17,18,0.13420416,16,17,0.16020099,2,16,0.15839865,3,16,0.11161487,4,17,0.14357447,5,18,0.11125116,15,19,0.11417155,6,15,0.12238849,14,15,0.2174019,13,14,0.17238858,12,13,0.10924513,7,12,0.15602671,8,12,0.15701133,9,13,0.12430147,10,14,0.13015286,11,20,0.14454777,-11646.271,54.534474,-0.8054307,-11590.931
1,20,0.14582663,19,20,0.095725035,18,19,0.16617854,17,18,0.1345083,16,17,0.12510515,2,16,0.11281407,3,16,0.13787854,4,17,0.16738724,5,18,0.12587818,15,19,0.16841395,6,15,0.20265836,14,15,0.15341075,13,14,0.19193361,12,13,0.14874697,7,12,0.13954315,8,12,0.14301464,9,13,0.12706461,10,14,0.10382352,11,20,0.13633229,-11638.015,54.524871,-2.2090897,-11581.281
1,20,0.17868769,19,20,0.08247128,18,19,0.19714107,17,18,0.10040642,16,17,0.16121851,2,16,0.14114456,3,16,0.13328059,4,17,0.20176127,5,18,0.10774571,15,19,0.12189987,6,15,0.20523668,14,15,0.12793484,13,14,0.13652819,12,13,0.17275412,7,12,0.13213591,8,12,0.16097268,9,13,0.13344796,10,14,0.1646142,11,20,0.13608284,-11644.362,55.909288,-7.313495,-11581.139
1,20,0.13937712,19,20,0.13476789,18,19,0.18048298,17,18,0.14372738,16,17,0.15030051,2,16,0.12684254,3,16,0.13364701,4,17,0.17328573,5,18,0.14246215,15,19,0.14760228,6,15,0.18591607,14,15,0.19090939,13,14,0.16445687,12,13,0.13973815,7,12,0.17657239,8,12,0.10943607,9,13,0.13156693,10,14,0.14745257,11,20,0.14439829,-11637.673,57.258846,-2.4759096,-11577.938
1,20,0.18354449,19,20,0.098047589,18,19,0.20699503,17,18,0.12461196,16,17,0.1415665,2,16,0.14586278,3,16,0.14469116,4,17,0.17839822,5,18,0.12042855,15,19,0.12873508,6,15,0.17827018,14,15,0.14000628,13,14,0.13958087,12,13,0.14305285,7,12,0.15639642,8,12,0.12087956,9,13,0.16642936,10,14,0.13525015,11,20,0.13022396,-11636.877,55.65942,-0.89082154,-11580.326
1,20,0.13667317,19,20,0.10395861,18,19,0.21275804,17,18,0.11508554,16,17,0.15069024,2,16,0.10985006,3,16,0.12976977,4,17,0.16907444,5,18,0.13486618,15,19,0.17246913,6,15,0.14788011,14,15,0.194566,13,14,0.12078809,12,13,0.1819173,7,12,0.15371291,8,12,0.13593304,9,13,0.15349608,10,14,0.17145328,11,20,0.152538,-11639.739,56.9496,-0.63029147,-11582.159
1,20,0.15940153,19,20,0.091958274,18,19,0.16754349,17,18,0.092211528,16,17,0.163141,2,16,0.12979587,3,16,0.11399342,4,17,0.17151881,5,18,0.15010313,15,19,0.16751731,6,15,0.152404,14,15,0.14388039,13,14,0.19612488,12,13,0.17283038,7,12,0.15317447,8,12,0.13890997,9,13,0.12244374,10,14,0.12833564,11,20,0.15403916,-11638.153,55.38654,-2.3766697,-11580.39
1,20,0.13697258,19,20,0.089620266,18,19,0.17694339,17,18,0.1144592,16,17,0.14697926,2,16,0.16884991,3,16,0.10763157,4,17,0.15071521,5,18,0.15056378,15,19,0.14287358,6,15,0.22011565,14,15,0.13972494,13,14,0.1524943,12,13,0.15797088,7,12,0.1388346,8,12,0.1496819,9,13,0.14469966,10,14,0.13315851,11,20,0.13558738,-11639.116,55.157531,-2.1441321,-11581.814
1,20,0.18925123,19,20,0.112363,18,19,0.1569534,17,18,0.11872318,16,17,0.15394133,2,16,0.12970968,3,16,0.12355551,4,17,0.13163875,5,18,0.15629535,15,19,0.14708263,6,15,0.16662512,14,15,0.17345583,13,14,0.16225721,12,13,0.17022398,7,12,0.14757162,8,12,0.12824686,9,13,0.12846998,10,14,0.14359552,11,20,0.11113479,-11635.803,55.021899,-2.1318807,-11578.649
1,20,0.17738021,19,20,0.095874748,18,19,0.18766502,17,18,0.12493083,16,17,0.12046454,2,16,0.13924147,3,16,0.10781126,4,17,0.1688609,5,18,0.14888205,15,19,0.13523158,6,15,0.17537945,14,15,0.13953158,13,14,0.15212867,12,13,0.12956529,7,12,0.1262713,8,12,0.13532829,9,13,0.16728576,10,14,0.15011358,11,20,0.11483026,-11637.883,53.935536,-1.4636824,-11582.484
1,20,0.15066402,19,20,0.086762178,18,19,0.15712493,17,18,0.095368394,16,17,0.13521457,2,16,0.11326202,3,16,0.12771778,4,17,0.20286005,5,18,0.13943821,15,19,0.15733708,6,15,0.16290211,14,15,0.17906336,13,14,0.13144952,12,13,0.15789772,7,12,0.16714823,8,12,0.12237703,9,13,0.12893495,10,14,0.1499413,11,20,0.13143074,-11639.067,53.937884,-0.31261004,-11584.817
1,20,0.15180398,19,20,0.1080059,18,19,0.15195853,17,18,0.13876242,16,17,0.12728238,2,16,0.13784005,3,16,0.12944957,4,17,0.17464385,5,18,0.11960887,15,19,0.20428978,6,15,0.18905117,14,15,0.14417028,13,14,0.1453484,12,13,0.15592146,7,12,0.21293167,8,12,0.12384246,9,13,0.1427861,10,14,0.14745904,11,20,0.13977264,-11641.417,56.898571,-3.7740453,-11580.744
1,20,0.13653796,19,20,0.11872638,18,19,0.15994577,17,18,0.13358873,16,17,0.10425422,2,16,0.14722685,3,16,0.1262316,4,17,0.20024586,5,18,0.15391863,15,19,0.16611372,6,15,0.16726328,14,15,0.16725354,13,14,0.15798412,12,13,0.14199977,7,12,0.16882711,8,12,0.15708787,9,13,0.11390132,10,14,0.13129918,11,20,0.1390658,-11638.689,55.829434,-0.41554047,-11582.444
1,20,0.16636714,19,20,0.13262422,18,19,0.16797244,17,18,0.11763861,16,17,0.13021671,2,16,0.13277232,3,16,0.13319252,4,17,0.18544764,5,18,0.13459791,15,19,0.14105744,6,15,0.18338837,14,15,0.16960987,13,14,0.1426266,12,13,0.1233594,7,12,0.15682664,8,12,0.12953675,9,13,0.16986932,10,14,0.14263425,11,20,0.10264564,-11636.405,55.247675,-0.17237072,-11580.985
