1,14,0.1336144,13,14,0.15582865,12,13,0.13462751,2,12,0.15070602,3,12,0.18527873,11,13,0.1355882,4,11,0.11509817,10,11,0.18550766,9,10,0.14538764,5,9,0.14836355,6,9,0.14318907,7,10,0.1469643,8,14,0.18819087,-9744.1916,39.366896,-0.55887669,-9704.2658
1,14,0.15700508,13,14,0.15565513,12,13,0.17160483,2,12,0.20145096,3,12,0.18063252,11,13,0.10925056,4,11,0.11846894,10,11,0.21188585,9,10,0.1353731,5,9,0.16232707,6,9,0.13736661,7,10,0.16570197,8,14,0.15188215,-9750.5184,41.172095,-0.85637397,-9708.4899
1,14,0.13901971,13,14,0.16030993,12,13,0.13922098,2,12,0.1439665,3,12,0.17196819,11,13,0.13256518,4,11,0.1508638,10,11,0.1450444,9,10,0.11224268,5,9,0.15183354,6,9,0.12502811,7,10,0.14958708,8,14,0.17661583,-9746.8454,37.965318,-0.91024133,-9707.9698
1,14,0.13164517,13,14,0.13574502,12,13,0.1639766,2,12,0.16389106,3,12,0.16864153,11,13,0.11935237,4,11,0.14548655,10,11,0.18436405,9,10,0.14818888,5,9,0.16828122,6,9,0.12875388,7,10,0.098687795,8,14,0.18638536,-9749.8886,38.86799,-0.75081908,-9710.2698
1,14,0.15692762,13,14,0.18226973,12,13,0.20952667,2,12,0.16234017,3,12,0.14780925,11,13,0.081541335,4,11,0.1732044,10,11,0.19406882,9,10,0.13826278,5,9,0.14810339,6,9,0.13798896,7,10,0.10784111,8,14,0.15343971,-9760.9482,39.866479,-1.3992424,-9719.6824
1,14,0.14759777,13,14,0.16792232,12,13,0.14111009,2,12,0.15963403,3,12,0.16136308,11,13,0.12653766,4,11,0.15683842,10,11,0.17762327,9,10,0.13470817,5,9,0.18892249,6,9,0.12892878,7,10,0.14392125,8,14,0.14993167,-9744.9638,39.70078,-0.3107956,-9704.9522
1,14,0.12605356,13,14,0.13539727,12,13,0.10944333,2,12,0.15768466,3,12,0.18546666,11,13,0.15522239,4,11,0.11052043,10,11,0.20412832,9,10,0.13723417,5,9,0.16056229,6,9,0.13159757,7,10,0.12719488,8,14,0.17990213,-9747.9499,38.408153,-0.10488115,-9709.4368
1,14,0.12505176,13,14,0.13419877,12,13,0.14780446,2,12,0.19879937,3,12,0.14315113,11,13,0.15053633,4,11,0.090770831,10,11,0.14942611,9,10,0.14894983,5,9,0.17607272,6,9,0.15543301,7,10,0.13633732,8,14,0.15097704,-9756.4165,38.150174,-4.5627897,-9713.7035
1,14,0.12938881,13,14,0.16679625,12,13,0.13277165,2,12,0.15231042,3,12,0.16433341,11,13,0.16969003,4,11,0.13323982,10,11,0.17391081,9,10,0.13697873,5,9,0.1563596,6,9,0.14550858,7,10,0.1408652,8,14,0.17704536,-9744.9463,39.583973,-2.3928985,-9702.9695
1,14,0.14596338,13,14,0.18040835,12,13,0.15504088,2,12,0.15698498,3,12,0.19769773,11,13,0.12979954,4,11,0.12086374,10,11,0.19426995,9,10,0.11085251,5,9,0.1362258,6,9,0.1469809,7,10,0.13658912,8,14,0.18493478,-9747.4641,39.932233,-0.12478305,-9707.4071
1,14,0.15353408,13,14,0.14090294,12,13,0.14197634,2,12,0.14329445,3,12,0.18897448,11,13,0.15578261,4,11,0.12288167,10,11,0.19388465,9,10,0.12959036,5,9,0.18782562,6,9,0.12434078,7,10,0.13203827,8,14,0.17464126,-9745.0038,39.79335,-0.94219732,-9704.2682
1,14,0.12984969,13,14,0.16288706,12,13,0.16646314,2,12,0.17105374,3,12,0.15202042,11,13,0.13030365,4,11,0.1363954,10,11,0.17553895,9,10,0.13031568,5,9,0.17055673,6,9,0.14353111,7,10,0.14376519,8,14,0.17745027,-9743.6987,39.80262,-1.1214172,-9702.7746
1,14,0.13139858,13,14,0.14594653,12,13,0.17931711,2,12,0.14275642,3,12,0.18171515,11,13,0.11580166,4,11,0.13150271,10,11,0.1778949,9,10,0.13775355,5,9,0.1549243,6,9,0.13444272,7,10,0.15347598,8,14,0.19120477,-9746.8052,39.562688,-1.9078942,-9705.3346
1,14,0.12468973,13,14,0.13550196,12,13,0.17343341,2,12,0.15336759,3,12,0.20311714,11,13,0.10002761,4,11,0.14383824,10,11,0.1804563,9,10,0.14666364,5,9,0.15323643,6,9,0.1357611,7,10,0.11758784,8,14,0.17943061,-9751.1819,38.942232,-2.4779134,-9709.7618
1,14,0.16050861,13,14,0.15063377,12,13,0.12076448,2,12,0.17893681,3,12,0.15424613,11,13,0.14241259,4,11,0.12731101,10,11,0.20568092,9,10,0.1162674,5,9,0.17873997,6,9,0.14034199,7,10,0.12931166,8,14,0.15562348,-9745.6801,39.215576,-0.37354541,-9706.091
