1,6,0.11870044,5,6,0.14982674,2,5,0.17045502,3,5,0.13753373,4,6,0.29915577,-5572.8071,17.513434,-1.2286124,-5554.065
1,6,0.15240652,5,6,0.16238598,2,5,0.16288853,3,5,0.13666606,4,6,0.26077227,-5572.8501,17.502387,-0.12957978,-5555.2182
1,6,0.14726318,5,6,0.14844285,2,5,0.12135083,3,5,0.14234651,4,6,0.29791909,-5572.8033,17.146449,-2.5324847,-5553.1244
1,6,0.15754352,5,6,0.11940705,2,5,0.15185971,3,5,0.13654766,4,6,0.31700159,-5572.052,17.647191,-0.02298703,-5554.3818
1,6,0.15699317,5,6,0.16796074,2,5,0.15993726,3,5,0.15544128,4,6,0.29926542,-5572.9204,18.791957,-1.6700957,-5552.4584
1,6,0.14184672,5,6,0.14830725,2,5,0.13916443,3,5,0.16173723,4,6,0.28499691,-5570.8088,17.521051,-0.17322154,-5553.1146
1,6,0.16771578,5,6,0.13926556,2,5,0.1418409,3,5,0.14674107,4,6,0.27883585,-5571.3165,17.487983,-0.63485224,-5553.1937
1,6,0.14239566,5,6,0.15425473,2,5,0.14100433,3,5,0.13799403,4,6,0.26370214,-5571.8843,16.787018,-1.2258016,-5553.8715
1,6,0.1931322,5,6,0.11957085,2,5,0.14890578,3,5,0.11593705,4,6,0.30348008,-5578.0441,17.620519,-1.0863922,-5559.3372
1,6,0.14412313,5,6,0.13846673,2,5,0.21517612,3,5,0.10993543,4,6,0.30046544,-5581.158,18.163337,-0.19039237,-5562.8043
1,6,0.14476027,5,6,0.16405404,2,5,0.17723894,3,5,0.10108254,4,6,0.25521243,-5579.6842,16.846965,-2.201566,-5560.6357
1,6,0.13306833,5,6,0.12117382,2,5,0.1570993,3,5,0.15019958,4,6,0.27639554,-5571.9525,16.758731,-0.86499717,-5554.3288
1,6,0.13814187,5,6,0.13955556,2,5,0.15995772,3,5,0.14245102,4,6,0.29266178,-5570.256,17.455359,-0.23512694,-5552.5656
1,6,0.12635339,5,6,0.14201022,2,5,0.15639087,3,5,0.16308781,4,6,0.30847895,-5571.7489,17.926425,-0.90818214,-5552.9143
1,6,0.1616836,5,6,0.12354195,2,5,0.15388317,3,5,0.14818445,4,6,0.26732367,-5571.6253,17.092337,-0.27497726,-5554.258
1,6,0.14495487,5,6,0.11828643,2,5,0.13028175,3,5,0.14646579,4,6,0.28761236,-5572.4805,16.552024,-0.58630522,-5555.3422
1,6,0.12808113,5,6,0.13862595,2,5,0.13694963,3,5,0.14614286,4,6,0.25997825,-5573.0209,16.195556,-1.8967071,-5554.9286
1,6,0.14869045,5,6,0.13438716,2,5,0.14385204,3,5,0.14314131,4,6,0.27322744,-5570.6257,16.865968,-0.036810901,-5553.7229
1,6,0.16418516,5,6,0.13666003,2,5,0.14006658,3,5,0.15081688,4,6,0.26695588,-5571.6611,17.17369,-1.1266234,-5553.3608
1,6,0.14918016,5,6,0.13334008,2,5,0.14873879,3,5,0.16028233,4,6,0.25335381,-5572.5729,16.897903,-0.5340688,-5555.1409
1,6,0.14247709,5,6,0.13611317,2,5,0.11313633,3,5,0.16876313,4,6,0.28548789,-5574.7546,16.919552,-2.4313563,-5555.4037
1,6,0.14557189,5,6,0.13266282,2,5,0.17712971,3,5,0.1105079,4,6,0.27181934,-5575.6325,16.753833,-0.079694787,-5558.799
1,6,0.1181315,5,6,0.13857966,2,5,0.17036978,3,5,0.15598848,4,6,0.30159064,-5573.2545,17.693201,-1.6571988,-5553.9041
1,6,0.1253145,5,6,0.16322312,2,5,0.16594016,3,5,0.17342217,4,6,0.29764304,-5574.5033,18.51086,-1.7619294,-5554.2305
1,6,0.14497648,5,6,0.13890025,2,5,0.18251259,3,5,0.11712158,4,6,0.30988292,-5574.5614,17.867876,-0.25533662,-5556.4382
1,6,0.14657918,5,6,0.13404182,2,5,0.14909448,3,5,0.12766563,4,6,0.29730577,-5571.1757,17.093737,-0.15574912,-5553.9262
1,6,0.13013475,5,6,0.16900688,2,5,0.13710822,3,5,0.15565836,4,6,0.29929885,-5572.0898,17.824141,-1.4331457,-5552.8326
1,6,0.15463803,5,6,0.13015046,2,5,0.16308479,3,5,0.16375423,4,6,0.30411694,-5571.7334,18.314889,-0.47214716,-5552.9463
1,6,0.15546945,5,6,0.13581692,2,5,0.15361948,3,5,0.15852038,4,6,0.32034861,-5571.5701,18.475497,-0.85548213,-5552.2392
1,6,0.12379854,5,6,0.14658067,2,5,0.13394187,3,5,0.15019329,4,6,0.28880842,-5571.7483,16.866456,-0.64091856,-5554.2409
1,6,0.14762376,5,6,0.1307978,2,5,0.13341453,3,5,0.17986567,4,6,0.25475806,-5575.0742,16.929197,-2.0453539,-5556.0997
1,6,0.12895354,5,6,0.13603588,2,5,0.12185717,3,5,0.16238633,4,6,0.30652763,-5573.3598,17.115211,-0.22010206,-5556.0245
1,6,0.12452451,5,6,0.14115861,2,5,0.15508818,3,5,0.15673879,4,6,0.31462812,-5571.6465,17.842764,-0.3973594,-5553.4063
