1,4,0.16062729,2,4,0.16150449,3,4,0.28935471,-4193.523,12.22973,-3.8921796,-4177.401
1,4,0.14273075,2,4,0.14257726,3,4,0.34416013,-4192.9311,12.589363,-3.1722203,-4177.1695
1,4,0.16463579,2,4,0.12342517,3,4,0.3067253,-4190.9213,11.895725,-0.87682125,-4178.1487
1,4,0.14902783,2,4,0.12253176,3,4,0.29333842,-4190.4173,11.29796,-0.30735931,-4178.812
1,4,0.13501674,2,4,0.13623853,3,4,0.26921299,-4191.9818,10.809365,-1.7266281,-4179.4459
1,4,0.1485753,2,4,0.13606178,3,4,0.28178364,-4190.6025,11.328415,-0.48725235,-4178.7869
1,4,0.13043573,2,4,0.13878155,3,4,0.28079398,-4191.4967,11.000225,-1.2933886,-4179.2031
1,4,0.17107107,2,4,0.12553735,3,4,0.30348134,-4191.4468,12.001795,-1.4783226,-4177.9667
1,4,0.18035048,2,4,0.11092372,3,4,0.2805694,-4193.7958,11.436872,-3.7327051,-4178.6262
1,4,0.14344396,2,4,0.14607107,3,4,0.28058527,-4191.1248,11.402006,-1.0217095,-4178.7011
1,4,0.15374655,2,4,0.1255588,3,4,0.26420881,-4192.2104,10.870283,-1.9214725,-4179.4186
1,4,0.15904511,2,4,0.13516584,3,4,0.29687885,-4190.5613,11.821796,-0.48726243,-4178.2523
1,4,0.15903185,2,4,0.12616553,3,4,0.33435618,-4191.9543,12.391071,-2.0331937,-4177.53
1,4,0.14025782,2,4,0.12511698,3,4,0.26939379,-4191.9623,10.695372,-1.7317206,-4179.5352
1,4,0.14000456,2,4,0.12334001,3,4,0.32932215,-4191.5878,11.853334,-1.5410956,-4178.1933
1,4,0.15796173,2,4,0.12667028,3,4,0.29039478,-4190.5099,11.500536,-0.41417479,-4178.5952
1,4,0.13405708,2,4,0.14011252,3,4,0.31523142,-4190.95,11.78802,-0.8682037,-4178.2938
1,4,0.15427126,2,4,0.13956799,3,4,0.2698123,-4191.6945,11.273031,-1.527942,-4178.8935
1,4,0.15039301,2,4,0.095765025,3,4,0.32969553,-4195.2648,11.517071,-4.6669164,-4179.0809
1,4,0.15988655,2,4,0.13127699,3,4,0.31232101,-4190.7414,12.069691,-0.6782142,-4177.9935
1,4,0.13115583,2,4,0.12597456,3,4,0.30027431,-4191.1678,11.148094,-0.99599229,-4179.0237
1,4,0.16218078,2,4,0.12355256,3,4,0.31233315,-4190.886,11.96133,-0.83596048,-4178.0887
1,4,0.12206346,2,4,0.12889415,3,4,0.27927978,-4193.0646,10.604748,-2.6631325,-4179.7967
1,4,0.15862248,2,4,0.11771303,3,4,0.28942245,-4190.9898,11.315159,-0.85201268,-4178.8227
1,4,0.12999361,2,4,0.1227068,3,4,0.31309993,-4191.7225,11.316007,-1.5149939,-4178.8915
1,4,0.14287933,2,4,0.13620547,3,4,0.28461103,-4190.5102,11.273916,-0.39745636,-4178.8388
1,4,0.15415681,2,4,0.13252769,3,4,0.31984491,-4190.7907,12.130588,-0.728945,-4177.9312
1,4,0.14988873,2,4,0.11233606,3,4,0.31008774,-4191.3357,11.44625,-1.1570396,-4178.7324
1,4,0.14304661,2,4,0.11925658,3,4,0.29908377,-4190.7466,11.227739,-0.61320791,-4178.9057
1,4,0.13431923,2,4,0.12018656,3,4,0.28288146,-4191.838,10.747745,-1.6351101,-4179.4552
1,4,0.13569698,2,4,0.12085805,3,4,0.31783365,-4191.44,11.487774,-1.2911891,-4178.661
1,4,0.17428505,2,4,0.10893604,3,4,0.29217708,-4192.7973,11.507963,-2.6824725,-4178.6069
1,4,0.1590167,2,4,0.10915777,3,4,0.28988347,-4191.9273,11.161159,-1.6656463,-4179.1005
1,4,0.13889232,2,4,0.10753444,3,4,0.27945596,-4193.5298,10.517654,-3.0792135,-4179.9329
1,4,0.11995029,2,4,0.13804816,3,4,0.30829829,-4192.3471,11.325935,-2.0382058,-4178.9829
1,4,0.16441421,2,4,0.14145488,3,4,0.32466895,-4192.3407,12.610761,-2.4089214,-4177.321
1,4,0.12038216,2,4,0.13354226,3,4,0.28948561,-4192.5722,10.868201,-2.1926231,-4179.5114
1,4,0.14237581,2,4,0.12616145,3,4,0.28866963,-4190.519,11.144138,-0.409765,-4178.9651
1,4,0.14613854,2,4,0.14945769,3,4,0.29487722,-4190.9793,11.809469,-0.94685304,-4178.223
1,4,0.15902175,2,4,0.14516275,3,4,0.27704399,-4191.7975,11.62457,-1.7529762,-4178.42
1,4,0.13184896,2,4,0.12662527,3,4,0.28936589,-4191.2608,10.956802,-1.092044,-4179.2119
1,4,0.0973923,2,4,0.12338264,3,4,0.30287236,-4200.1737,10.472946,-7.9340752,-4181.7667
1,4,0.1262822,2,4,0.16397768,3,4,0.31859423,-4193.6286,12.177082,-3.9367729,-4177.5147
1,4,0.14630525,2,4,0.11111949,3,4,0.29702624,-4191.5866,11.08902,-1.3509283,-4179.1466
1,4,0.160996,2,4,0.12426909,3,4,0.26191711,-4192.7976,10.943644,-2.4684617,-4179.3855
1,4,0.14252326,2,4,0.14398117,3,4,0.33403151,-4192.0622,12.410719,-2.1549147,-4177.4965
1,4,0.14663351,2,4,0.12514394,3,4,0.28345081,-4190.6618,11.104565,-0.54099105,-4179.0163
1,4,0.14693364,2,4,0.12655009,3,4,0.27095639,-4191.4726,10.888802,-1.2753013,-4179.3085
1,4,0.13317869,2,4,0.15473123,3,4,0.26935934,-4193.0139,11.145385,-2.7988147,-4179.0697
1,4,0.12574387,2,4,0.15104668,3,4,0.31337651,-4192.1192,11.803341,-2.0669773,-4178.2489
1,4,0.14229602,2,4,0.1364785,3,4,0.27848918,-4190.8573,11.145274,-0.71897356,-4178.993
1,4,0.13274792,2,4,0.11899474,3,4,0.30775998,-4191.6447,11.190053,-1.4317308,-4179.0229
1,4,0.16754261,2,4,0.12921868,3,4,0.31436775,-4191.407,12.222581,-1.4206231,-4177.7638
1,4,0.12045196,2,4,0.13495414,3,4,0.27939489,-4193.0425,10.69602,-2.6097044,-4179.7367
1,4,0.15295369,2,4,0.13806222,3,4,0.3120782,-4190.6009,12.061882,-0.52107538,-4178.0179
1,4,0.14093293,2,4,0.12319908,3,4,0.29871025,-4190.5473,11.256845,-0.43164436,-4178.8589
1,4,0.1535739,2,4,0.11483708,3,4,0.28361207,-4191.4185,11.040461,-1.218691,-4179.1593
1,4,0.16183048,2,4,0.13668521,3,4,0.27604796,-4191.5369,11.491273,-1.4448564,-4178.6008
1,4,0.15947934,2,4,0.13483211,3,4,0.25696599,-4193.2253,11.025549,-2.8691558,-4179.3306
1,4,0.14667993,2,4,0.11982671,3,4,0.32102843,-4191.0623,11.750702,-0.97532521,-4178.3363
1,4,0.13288639,2,4,0.13172346,3,4,0.28660475,-4191.0284,11.024292,-0.87538225,-4179.1288
1,4,0.14543713,2,4,0.12528367,3,4,0.31481666,-4190.5187,11.710749,-0.42787347,-4178.38
1,4,0.1455606,2,4,0.13084773,3,4,0.31279407,-4190.3289,11.784048,-0.23920657,-4178.3056
1,4,0.15119455,2,4,0.13279419,3,4,0.29034467,-4190.2607,11.486668,-0.1621152,-4178.6119
1,4,0.14010677,2,4,0.1408865,3,4,0.28541344,-4190.6795,11.328134,-0.56606031,-4178.7853
1,4,0.15806825,2,4,0.13936869,3,4,0.30640122,-4190.7953,12.076763,-0.73148071,-4177.9871
1,4,0.13858936,2,4,0.12901745,3,4,0.30314061,-4190.3941,11.414949,-0.28662353,-4178.6926
1,4,0.1247305,2,4,0.14182828,3,4,0.29623551,-4191.6371,11.255886,-1.4163137,-4178.9649
1,4,0.14582294,2,4,0.13116363,3,4,0.28454282,-4190.4459,11.230588,-0.33561991,-4178.8797
1,4,0.13605465,2,4,0.15060877,3,4,0.30248416,-4191.1678,11.782952,-1.1337743,-4178.2511
1,4,0.15015069,2,4,0.12982351,3,4,0.25998035,-4192.5447,10.799091,-2.1998877,-4179.5457
1,4,0.12744281,2,4,0.1190162,3,4,0.30061699,-4192.3293,10.94152,-2.0242226,-4179.3636
