mu1,mu2,s1,s2,s3,s4,a1,b1,a2,b2
0.0724332,0.196539,2.94882e-05,4.91467e-06,4.91467e-06,0.000262573,26.5417,4.82894,147.67,751.103
0.143959,0.123299,6.81839e-05,4.85271e-06,4.85271e-06,0.000163317,88.2785,36.5443,94.1352,760.011
0.0349306,0.112076,1.84197e-05,-1.77269e-06,-1.77269e-06,0.000142643,20.8123,9.99278,87.8071,785.054
0.0218972,0.127367,3.28625e-05,2.76427e-07,2.76427e-07,0.000171971,11.5249,47.0832,94.3333,740.641
0.0167274,0.148668,3.67104e-05,-7.64391e-06,-7.64391e-06,0.000187976,6.25967,33.3577,115.3,786.52
0.0977579,0.155467,5.66975e-05,-8.96699e-07,-8.96699e-07,0.000202325,59.144,32.5121,119.529,768.647
0.146415,0.119927,4.42348e-05,6.22075e-06,6.22075e-06,0.000161746,77.8711,15.0995,88.6182,742.203
0.0264528,0.124317,3.95317e-05,-2.43974e-07,-2.43974e-07,0.000168557,13.7753,51.8474,91.6901,737.547
0.0891471,0.0779054,5.27575e-05,-4.61992e-06,-4.61992e-06,9.88871e-05,57.4363,36.0124,60.6105,784.503
0.0145959,0.0938572,2.36409e-05,-1.26248e-06,-1.26248e-06,0.000110728,7.28198,34.871,80.1849,851.236
0.0915941,0.148351,3.85872e-05,7.85736e-06,7.85736e-06,0.00018781,32.253,5.79224,118.291,797.029
0.0484498,0.13197,4.63977e-05,-2.917e-07,-2.917e-07,0.00016661,33.1289,64.7424,104.664,792.596
0.0246919,0.151094,3.30321e-05,-3.21359e-06,-3.21359e-06,0.000197075,14.6679,60.6435,116.884,770.74
0.0189624,0.127205,3.26629e-05,4.75112e-07,4.75112e-07,0.000172192,8.91553,42.2351,93.84,738.238
0.096406,0.0906815,5.06204e-05,-2.42503e-06,-2.42503e-06,0.000114295,61.0915,30.9622,72.2674,795.571
0.0614028,0.0820081,1.27179e-05,1.40761e-06,1.40761e-06,9.81359e-05,35.1519,4.8633,66.2742,822.438
0.0929533,0.125675,3.45876e-05,-3.22702e-08,-3.22702e-08,0.00016974,48.2129,11.7695,93.0546,740.418
0.0680422,0.0824905,3.15906e-05,-3.82217e-06,-3.82217e-06,0.000101648,54.818,33.3546,66.9019,813.129
0.0610805,0.0958649,1.90414e-05,1.1095e-06,1.1095e-06,0.000111436,37.5595,9.14469,82.5812,861.102
0.0982295,0.147472,4.4614e-05,8.65098e-06,8.65098e-06,0.000186755,33.4717,6.31174,119.085,802.142
0.0989788,0.131847,5.15822e-05,3.6969e-07,3.6969e-07,0.000166926,64.7176,33.968,104.057,789.545
0.103701,0.150824,3.4151e-05,2.93471e-06,2.93471e-06,0.00019818,60.2036,14.4673,115.291,763.212
0.0189466,0.129576,2.75175e-05,4.52237e-07,4.52237e-07,0.00017395,10.3857,44.4608,96.7704,745.878
0.0837141,0.0789047,4.76506e-05,-4.35992e-06,-4.35992e-06,9.91898e-05,57.9059,38.2546,61.7851,790.831
0.0104416,0.0975201,1.44296e-05,-8.16087e-07,-8.16087e-07,0.000113566,6.16183,31.6584,83.1677,855.935
0.0232106,0.125049,3.6682e-05,1.19383e-08,1.19383e-08,0.000169386,11.6324,48.1146,92.3152,738.24
0.018213,0.11191,1.73094e-05,1.33373e-06,1.33373e-06,0.000141835,11.9703,21.5829,89.4807,794.567
0.0849163,0.149304,3.36043e-05,7.26514e-06,7.26514e-06,0.000188161,32.4556,5.96201,121.855,808.121
0.0584513,0.154513,6.21239e-05,2.41399e-07,2.41399e-07,0.000200058,34.5799,60.2644,119.389,772.51
0.0280237,0.12159,4.29333e-05,-5.77993e-06,-5.77993e-06,0.000164215,15.1189,76.8047,89.7551,741.062
0.081907,0.149778,3.12332e-05,6.91891e-06,6.91891e-06,0.000188573,29.6842,4.92047,121.118,804.706
0.0516992,0.131943,4.9953e-05,-5.11872e-07,-5.11872e-07,0.000166425,34.6031,65.172,104.57,792.683
0.0872936,0.154103,2.47902e-05,2.13109e-06,2.13109e-06,0.000200896,57.9046,13.6717,118.583,768.643
0.0953277,0.0594637,3.4181e-05,-8.93895e-08,-8.93895e-08,9.18208e-05,44.2887,9.05247,38.5157,647.662
0.0166146,0.14931,3.32935e-05,-7.26128e-06,-7.26128e-06,0.000187706,6.75796,34.1935,118.912,799.308
0.111587,0.129253,6.39222e-05,8.73943e-07,8.73943e-07,0.000164967,66.6479,35.1835,101.272,783.542
0.0281321,0.148782,4.38104e-05,-3.88038e-06,-3.88038e-06,0.000196935,14.4086,60.7267,113.289,759.124
0.0171836,0.147866,4.20078e-05,-8.30559e-06,-8.30559e-06,0.000187205,5.80423,32.2435,115.905,790.324
0.0919873,0.156298,5.02109e-05,-8.71835e-07,-8.71835e-07,0.000202663,58.6829,31.8861,120.696,771.747
0.132673,0.122356,3.70833e-05,5.13656e-06,5.13656e-06,0.000164056,77.2622,15.2156,91.6333,748.988
0.0723297,0.151187,2.46268e-05,6.06693e-06,6.06693e-06,0.000189639,30.4925,5.27796,120.975,801.868
0.0792087,0.130338,2.65839e-05,-4.71871e-07,-4.71871e-07,0.000174635,44.482,10.5632,97.3362,746.589
0.0419457,0.093851,3.77836e-05,2.66585e-06,2.66585e-06,0.000116975,30.4662,59.5438,76.5243,809.473
0.0812941,0.077185,2.20591e-05,2.27012e-06,2.27012e-06,9.28311e-05,46.3716,8.67505,65.3629,840.168
0.0222239,0.127216,3.34463e-05,2.61207e-07,2.61207e-07,0.000171855,11.6517,47.3199,94.2074,740.396
0.0364028,0.0952597,3.1888e-05,2.57224e-06,2.57224e-06,0.000118261,27.7567,57.8389,76.6292,805.67
0.0837482,0.0774974,2.37067e-05,2.36502e-06,2.36502e-06,9.32936e-05,47.992,9.48595,64.7764,834.319
0.0166767,0.148487,3.79165e-05,-7.79121e-06,-7.79121e-06,0.000187855,6.0401,32.8431,115.492,787.452
0.112201,0.128489,6.32695e-05,7.60855e-07,7.60855e-07,0.000164297,66.5777,33.982,100.654,782.732
0.123543,0.148201,4.72907e-05,4.48195e-06,4.48195e-06,0.000196012,60.8574,14.3744,111.146,753.836
