n1,n2,bl1,n1,n2,bl2,n1,n2,bl3,n1,n2,bl4,n1,n2,bl5,loglik,logprior,logdens,logweight
2,6,0.10697447,5,6,0.051311808,3,5,0.097525307,4,5,0.081604332,1,6,0.11887094,-3360.981,9.1257371,-0.20988737,-3351.6454
2,6,0.10835609,5,6,0.046560788,3,5,0.088688415,4,5,0.093929777,1,6,0.10534128,-3359.1979,8.8575271,-0.23412592,-3350.1062
2,6,0.1351568,5,6,0.05707118,3,5,0.075774483,4,5,0.079775155,1,6,0.083769116,-3375.3708,8.6309346,-3.2423747,-3363.4975
2,6,0.11327115,5,6,0.053337052,3,5,0.099328552,4,5,0.096094689,1,6,0.10192175,-3364.05,9.2790639,-0.39740751,-3354.3735
2,6,0.12117871,5,6,0.055036577,3,5,0.10973538,4,5,0.071335842,1,6,0.114763,-3369.5897,9.4409903,-0.25860499,-3359.8901
2,6,0.11826561,5,6,0.052999805,3,5,0.08373637,4,5,0.085136372,1,6,0.10165742,-3364.0007,8.8359116,-0.3114574,-3354.8533
2,6,0.12640271,5,6,0.039782901,3,5,0.097741749,4,5,0.095320941,1,6,0.11582786,-3363.6312,9.5015232,-0.70842683,-3353.4212
2,6,0.10901897,5,6,0.044882048,3,5,0.092615262,4,5,0.069234839,1,6,0.10348673,-3362.0913,8.384757,-0.17835322,-3353.5282
2,6,0.12454298,5,6,0.036560512,3,5,0.094972287,4,5,0.089526347,1,6,0.099667773,-3363.2183,8.9053979,-0.32246096,-3353.9905
2,6,0.12705705,5,6,0.063272357,3,5,0.090331695,4,5,0.086673741,1,6,0.1048773,-3370.3376,9.4442429,-1.5974938,-3359.2959
2,6,0.12916985,5,6,0.064281305,3,5,0.10190041,4,5,0.073277358,1,6,0.11667443,-3373.8798,9.7060671,-1.4168545,-3362.7569
2,6,0.12507454,5,6,0.058448367,3,5,0.10357029,4,5,0.073771502,1,6,0.13479882,-3371.93,9.9132705,-0.57754748,-3361.4392
2,6,0.11129362,5,6,0.029879133,3,5,0.091323086,4,5,0.095699685,1,6,0.10436223,-3358.2232,8.651155,-1.161724,-3348.4103
2,6,0.11595412,5,6,0.047574705,3,5,0.081026765,4,5,0.088347734,1,6,0.11388946,-3360.9189,8.9358557,-0.020604709,-3351.9624
2,6,0.11161259,5,6,0.07286604,3,5,0.10445191,4,5,0.088808526,1,6,0.084771223,-3374.7588,9.2502058,-4.9561591,-3360.5524
2,6,0.12043379,5,6,0.047356655,3,5,0.072068793,4,5,0.094622781,1,6,0.084085467,-3367.4398,8.3713498,-0.63678585,-3358.4317
2,6,0.11397606,5,6,0.028812505,3,5,0.088321534,4,5,0.097856418,1,6,0.088833166,-3362.0312,8.3559936,-0.50943172,-3353.1658
2,6,0.093434932,5,6,0.040416229,3,5,0.077462822,4,5,0.082310052,1,6,0.11831401,-3354.8723,8.2387608,-2.4373945,-3344.1961
2,6,0.10506969,5,6,0.046002306,3,5,0.09744463,4,5,0.084222805,1,6,0.10638154,-3359.2027,8.7824195,-0.42599164,-3349.9943
2,6,0.12393966,5,6,0.039615595,3,5,0.10132276,4,5,0.076810743,1,6,0.093517241,-3366.2547,8.70412,-0.17298531,-3357.3776
2,6,0.11135378,5,6,0.037601537,3,5,0.10558192,4,5,0.083117147,1,6,0.092179172,-3362.7673,8.5966712,-0.13799043,-3354.0327
2,6,0.11232904,5,6,0.055205532,3,5,0.07459507,4,5,0.10530976,1,6,0.10367925,-3363.7435,9.0223729,-0.35816401,-3354.3629
2,6,0.094251582,5,6,0.042731262,3,5,0.10245749,4,5,0.10021294,1,6,0.1194062,-3357.1708,9.1811894,-1.8918197,-3346.0978
2,6,0.115765,5,6,0.045299051,3,5,0.093257763,4,5,0.096436684,1,6,0.088232016,-3364.3261,8.7798102,-0.36929867,-3355.177
2,6,0.1200459,5,6,0.062047542,3,5,0.083964918,4,5,0.073531593,1,6,0.089109034,-3371.1366,8.5739798,-2.2155019,-3360.3471
2,6,0.10890154,5,6,0.051615028,3,5,0.079356458,4,5,0.085428985,1,6,0.12005674,-3360.3329,8.907175,-0.14427372,-3351.2815
2,6,0.11685606,5,6,0.047605156,3,5,0.098356533,4,5,0.087063253,1,6,0.088944855,-3365.3761,8.776517,-0.51051469,-3356.0891
2,6,0.12820277,5,6,0.047579887,3,5,0.089106583,4,5,0.070758293,1,6,0.10994961,-3367.364,8.9119429,-0.60087383,-3357.8512
2,6,0.12486295,5,6,0.057845971,3,5,0.082409308,4,5,0.079095436,1,6,0.093468805,-3369.4006,8.7536494,-1.480553,-3359.1664
2,6,0.11106278,5,6,0.04148525,3,5,0.095817852,4,5,0.060602639,1,6,0.097805727,-3366.128,8.135485,-0.11819553,-3357.8743
2,6,0.12919038,5,6,0.048496967,3,5,0.096414504,4,5,0.090969194,1,6,0.098286965,-3367.4218,9.2671602,-0.81578687,-3357.3388
2,6,0.14391988,5,6,0.034912481,3,5,0.088332495,4,5,0.10277255,1,6,0.11908085,-3368.9304,9.7803652,-3.5776402,-3355.5724
2,6,0.11431919,5,6,0.057564801,3,5,0.089089671,4,5,0.10486737,1,6,0.096468086,-3366.0916,9.2461824,-1.0089576,-3355.8364
2,6,0.11788773,5,6,0.046961217,3,5,0.077189803,4,5,0.069227027,1,6,0.096712675,-3366.0143,8.1595691,-0.090843987,-3357.7639
2,6,0.1052604,5,6,0.043908495,3,5,0.086239466,4,5,0.10095496,1,6,0.10961335,-3357.8253,8.9195335,-0.50554835,-3348.4002
2,6,0.10383236,5,6,0.052438393,3,5,0.087334126,4,5,0.083306374,1,6,0.12016669,-3359.5309,8.9415589,-0.42551462,-3350.1639
2,6,0.11362693,5,6,0.052377179,3,5,0.093399267,4,5,0.094442183,1,6,0.10222217,-3362.9292,9.1213547,-0.29661835,-3353.5112
2,6,0.12109136,5,6,0.033412404,3,5,0.081779282,4,5,0.085455545,1,6,0.095761267,-3362.2017,8.3499972,-0.33441857,-3353.5173
2,6,0.12217931,5,6,0.041591069,3,5,0.087475408,4,5,0.097355142,1,6,0.086566929,-3365.6249,8.7033571,-0.21992738,-3356.7016
2,6,0.10920492,5,6,0.036500148,3,5,0.088094339,4,5,0.096267037,1,6,0.11151856,-3357.2311,8.8317001,-0.75656479,-3347.6428
2,6,0.13456618,5,6,0.038207029,3,5,0.10440937,4,5,0.079902456,1,6,0.085901843,-3371.6294,8.8597376,-1.0868225,-3361.6828
2,6,0.12110088,5,6,0.05046944,3,5,0.095757441,4,5,0.091862044,1,6,0.1212296,-3364.2894,9.6083881,-0.16045817,-3354.5205
2,6,0.12950673,5,6,0.050732255,3,5,0.082600591,4,5,0.069523674,1,6,0.099467442,-3369.8119,8.6366139,-0.89301323,-3360.2823
2,6,0.11395797,5,6,0.050195384,3,5,0.10955533,4,5,0.091639559,1,6,0.10474386,-3364.7555,9.4018421,-0.14282948,-3355.2109
2,6,0.12846027,5,6,0.041932624,3,5,0.09178277,4,5,0.080896502,1,6,0.10593861,-3364.8012,8.9802155,-0.58531878,-3355.2356
2,6,0.092450667,5,6,0.037159013,3,5,0.091645577,4,5,0.095955553,1,6,0.10861807,-3354.4836,8.5165776,-2.570556,-3343.3964
2,6,0.13453575,5,6,0.034905055,3,5,0.10052498,4,5,0.085747258,1,6,0.12898363,-3366.5454,9.6939336,-2.711156,-3354.1403
2,6,0.088094634,5,6,0.048168665,3,5,0.09509582,4,5,0.084249457,1,6,0.10543106,-3356.6908,8.4207927,-2.8123099,-3345.4577
2,6,0.13125311,5,6,0.037331722,3,5,0.084676562,4,5,0.10392471,1,6,0.098609372,-3365.8493,9.1159096,-0.71995009,-3356.0135
2,6,0.11427698,5,6,0.058927234,3,5,0.10048897,4,5,0.061885469,1,6,0.10263229,-3370.5592,8.7642188,-0.59425004,-3361.2007
