mu1,mu2,s1,s2,s3,s4,a1,b1,a2,b2
0.0783218,0.120298,3.45824e-05,2.26957e-06,2.26957e-06,0.000140193,51.3851,21.3641,103.021,857.69
0.0423487,0.039102,1.57856e-05,-1.30418e-06,-1.30418e-06,4.72701e-05,67.6986,101.298,33.0186,836.723
0.0844198,0.118983,3.92796e-05,2.8017e-06,2.8017e-06,0.000138549,52.9307,22.2139,102.38,860.238
0.0843337,0.0355628,2.82641e-05,1.79363e-06,1.79363e-06,4.60077e-05,101.397,69.1093,27.1294,768.851
0.0593111,0.03495,2.60219e-05,-2.53852e-07,-2.53852e-07,4.65769e-05,71.6847,82.0511,26.1475,749.276
0.0381714,0.0910104,4.34263e-05,-7.30484e-07,-7.30484e-07,9.85952e-05,23.73,59.7458,84.0668,923.446
0.0842324,0.093283,3.43144e-05,2.74864e-07,2.74864e-07,9.98959e-05,58.7806,23.7449,87.1263,933.911
0.0726511,0.0948078,2.56026e-05,3.95662e-09,3.95662e-09,0.000100372,58.7279,23.7923,89.5527,944.567
0.0281343,0.0829856,2.42402e-05,-4.99052e-07,-4.99052e-07,8.68126e-05,23.8348,67.1184,79.3174,955.913
0.0488216,0.0319061,1.39741e-05,3.40841e-08,3.40841e-08,4.48137e-05,80.343,72.4331,22.728,712.156
0.0289824,0.0929951,2.83076e-05,-1.7093e-07,-1.7093e-07,9.9149e-05,21.3509,57.3403,87.1493,937.54
0.0355475,0.09091,3.92229e-05,-5.26592e-07,-5.26592e-07,9.83116e-05,22.9417,59.2218,84.0377,924.592
0.0714157,0.0954123,2.52496e-05,-7.25702e-08,-7.25702e-08,0.000101102,57.8604,23.6291,90.0794,943.913
0.0473801,0.0349477,1.66572e-05,-1.85359e-07,-1.85359e-07,4.71136e-05,71.6352,82.4154,25.8895,741.308
0.0420646,0.0366169,1.50956e-05,-1.10446e-06,-1.10446e-06,4.57938e-05,69.0745,100.547,28.9956,796.428
0.027407,0.0832403,2.62503e-05,-5.75165e-07,-5.75165e-07,8.77299e-05,21.239,64.0396,79.1111,949.677
0.043447,0.0381917,1.62941e-05,-1.25026e-06,-1.25026e-06,4.59636e-05,68.6804,101.461,32.726,844.682
0.0735621,0.120595,3.01684e-05,2.13407e-06,2.13407e-06,0.000139795,51.038,20.6953,104.117,863.476
0.0626277,0.035163,2.26354e-05,8.68873e-08,8.68873e-08,4.51486e-05,81.2851,72.7068,27.4261,779.401
0.0397387,0.0383543,1.14488e-05,-6.26778e-08,-6.26778e-08,4.58267e-05,72.9597,83.0511,32.0471,836.251
0.0364851,0.0912621,3.76995e-05,-5.24205e-07,-5.24205e-07,9.80987e-05,24.8387,61.2919,84.6439,928.929
