mu1,mu2,s1,s2,s3,s4,a1,b1,a2,b2
0.0578944,0.0347594,2.4229e-05,-1.0418e-07,-1.0418e-07,4.51923e-05,72.5632,81.1571,26.7518,769.39
0.0619118,0.0352412,2.25673e-05,8.44269e-09,8.44269e-09,4.54854e-05,80.2983,72.8973,27.3059,774.806
0.0836585,0.0925818,3.29016e-05,3.23299e-07,3.23299e-07,9.9115e-05,58.1608,22.2627,86.5029,934.228
0.109391,0.0811625,3.19128e-05,5.18008e-06,5.18008e-06,8.79752e-05,78.9488,21.3224,77.4303,942.672
0.100799,0.0351984,4.00537e-05,2.40689e-06,2.40689e-06,4.61499e-05,102.026,69.315,27.1535,768.262
0.0298991,0.0835839,2.73255e-05,-5.20563e-07,-5.20563e-07,8.81754e-05,23.8831,67.2877,79.4128,949.065
0.0304507,0.0821146,3.24827e-05,-8.16806e-07,-8.16806e-07,8.75044e-05,21.1863,63.8697,77.1482,939.072
0.0461569,0.115382,6.50293e-05,-4.76182e-06,-4.76182e-06,0.000137148,22.7106,53.5753,97.9833,846.318
0.085904,0.0933825,3.61991e-05,3.06248e-07,3.06248e-07,9.99657e-05,60.839,26.3056,87.2518,934.259
0.0951308,0.0920161,4.39798e-05,6.31786e-07,6.31786e-07,9.94757e-05,60.8404,25.9596,85.0409,924.646
0.0818723,0.0376913,2.70246e-05,1.61641e-06,1.61641e-06,4.72829e-05,101.329,70.6774,30.132,799.11
0.0467174,0.115729,6.63329e-05,-4.74946e-06,-4.74946e-06,0.000137865,22.7815,53.5302,98.2438,845.206
0.0802278,0.0941402,3.16317e-05,1.19255e-07,1.19255e-07,0.000100623,57.6591,23.194,88.0807,935.606
0.0249515,0.0815696,2.17847e-05,-3.73279e-06,-3.73279e-06,8.63969e-05,22.2186,81.1136,77.3331,949.614
0.108295,0.0807175,4.51629e-05,1.31208e-06,1.31208e-06,8.7543e-05,68.7951,25.1545,74.6871,923.861
0.0358123,0.081571,3.85255e-05,-1.01426e-06,-1.01426e-06,8.75794e-05,24.2536,67.7787,76.1471,932.593
0.0896999,0.118856,4.52233e-05,2.93511e-06,2.93511e-06,0.000139555,52.7365,22.638,101.494,853.383
0.0424728,0.117217,5.35932e-05,-3.8104e-06,-3.8104e-06,0.000137992,23.2342,54.0078,99.8763,851.59
0.0274212,0.0806558,2.64769e-05,-4.38473e-06,-4.38473e-06,8.63544e-05,22.0991,81.0257,77.7897,953.131
0.0725927,0.121126,2.98793e-05,1.94496e-06,1.94496e-06,0.000140643,51.2863,21.4388,104.031,860.435
0.0649837,0.0361223,2.43004e-05,8.86446e-08,8.86446e-08,4.51581e-05,81.4892,72.8362,28.8767,799.664
0.0732971,0.120153,2.94854e-05,2.23378e-06,2.23378e-06,0.000138632,52.3218,21.4796,105.369,872.349
0.0842814,0.119359,3.96875e-05,2.66995e-06,2.66995e-06,0.000139472,52.0666,21.7704,102.911,859.544
0.0751602,0.120508,3.16223e-05,2.16232e-06,2.16232e-06,0.000139851,51.7404,21.5035,105.363,868.444
0.0271975,0.083626,2.34701e-05,-4.62498e-07,-4.62498e-07,8.74888e-05,23.1269,66.5057,79.915,955.786
0.0514061,0.11481,8.16675e-05,-5.59902e-06,-5.59902e-06,0.000139065,22.3987,52.6251,95.8047,831.161
