3,1,17,14013,2.01326220657775e-06,0.001,0.0129617293019261,1,1000,595.9993408254,0.5959993408254
4,1,45,14716,3.19927836477249e-09,0.001,0.199819551224032,11,1000,19.2086601855539,0.0192086601855539
5,1,95,15536,1.33722835402531e-61,0.001,0.889503716877756,4,1000,1.26031779493247,0.00126031779493247
6,1,159,17705,9.93610222660574e-67,0.001,0.265264876839728,14,1000,7.09041494061556,0.00709041494061556
7,1,245,18601,6.99223798234179e-80,0.001,0.746763483821871,3,1000,1.67677239068137,0.00167677239068137
8,1,383,22941,3.5374829114457e-138,0.001,0.91089522354775,3,1000,1.20104897298564,0.00120104897298564
9,1,491,26931,1.54764047329326e-122,0.001,0.507301463528841,4,1000,2.13414509361693,0.00213414509361693
10,1,609,30865,1.54975034708232e-95,0.001,0.992537997148328,1,1000,1.01503644118311,0.00101503644118311
11,1,974,34593,1.10970351091684e-195,0.001,0.999999738523379,1,1000,1.00000052295341,0.00100000052295341
12,1,1131,43188,3.40967620983327e-110,0.001,0.632710127800849,2,1000,1.91923955170122,0.00191923955170122
3,2,18,18168,8.01783349081733e-10,0.001,0.0207713076837405,2,1000,449.738697478199,0.449738697478199
4,2,49,19121,5.04467243517169e-58,0.001,0.0827771956346046,16,1000,44.8774284403504,0.0448774284403504
5,2,93,20535,7.42167715386421e-48,0.001,0.951534437013521,1,1000,1.10431900422471,0.00110431900422471
6,2,171,21600,7.50429973860667e-157,0.001,0.506422769692933,5,1000,2.43146853028633,0.00243146853028633
7,2,234,21868,3.46266067564635e-55,0.001,0.322987117738791,8,1000,4.4531071493617,0.0044531071493617
8,2,385,23138,7.72740154469679e-150,0.001,0.784278340835137,8,1000,1.61006357719472,0.00161006357719472
9,2,536,27008,2.27090758246788e-96,0.001,0.651818350256402,5,1000,2.08161117803143,0.00208161117803143
10,2,652,27764,9.22594059385512e-97,0.001,0.651332591299902,5,1000,2.06323802585166,0.00206323802585166
11,2,917,34276,9.13775554429807e-132,0.001,0.533221971861401,5,1000,2.40982386034697,0.00240982386034697
12,2,1221,35437,2.04074868592445e-178,0.001,0.578781753452307,3,1000,2.05614578885513,0.00205614578885513
3,3,17,22451,2.3781192751563e-06,0.001,0.0347630373013451,3,1000,332.888291444198,0.332888291444198
4,3,48,23086,1.03841528588195e-101,0.001,0.297185544903205,12,1000,5.43288365377961,0.00543288365377961
5,3,91,23538,2.36521444088845e-103,0.001,0.167730645326094,22,1000,16.178246062128,0.016178246062128
6,3,142,23715,1.42094638847442e-62,0.001,0.779616891071004,6,1000,1.60924055775895,0.00160924055775895
7,3,239,26039,3.54929539879934e-70,0.001,0.752610533324132,8,1000,1.74253563774516,0.00174253563774516
8,3,330,28259,1.05886247656117e-48,0.001,0.160913348472249,10,1000,9.15542621050937,0.00915542621050937
9,3,547,33701,3.04469828444148e-238,0.001,0.998151388890257,1,1000,1.00370656941889,0.00100370656941889
10,3,715,35500,4.410827939601e-105,0.001,0.61423827804064,6,1000,2.19216135372149,0.00219216135372149
11,3,941,43476,2.3185392981945e-173,0.001,0.899169505422253,4,1000,1.23206804199759,0.00123206804199759
12,3,1248,47967,1.89036393004757e-186,0.001,0.783442247530072,2,1000,1.51658943119955,0.00151658943119955
3,4,17,26775,4.94417893397159e-06,0.001,0.0622062596825878,4,1000,180.09175167477,0.18009175167477
4,4,47,27283,4.21215345911104e-41,0.001,0.106670057280144,20,1000,30.5913967318169,0.0305913967318169
5,4,92,27395,1.88514738029e-215,0.001,0.500679556635997,8,1000,3.19693983095674,0.00319693983095674
6,4,164,29810,8.68392195456823e-119,0.001,0.805612193649471,4,1000,1.49873553865974,0.00149873553865974
7,4,256,32002,7.72888772213268e-107,0.001,0.405903436349388,11,1000,4.69164992296277,0.00469164992296277
8,4,356,33452,5.78016092620676e-78,0.001,0.863116390787879,4,1000,1.33623254345135,0.00133623254345135
9,4,515,34106,2.5923459580691e-149,0.001,0.967910538333448,2,1000,1.0669233347826,0.0010669233347826
10,4,717,37928,4.79071055961326e-115,0.001,0.969856698798328,1,1000,1.06296842387775,0.00106296842387775
11,4,949,42920,1.10232871401302e-174,0.001,0.858660874372542,3,1000,1.33149201925786,0.00133149201925786
12,4,1183,43253,1.81927151209593e-116,0.001,0.998566394167619,1,1000,1.00287205245434,0.00100287205245434
3,5,19,31076,4.11297292025126e-06,0.001,0.0200131753928576,3,1000,487.827413243242,0.487827413243242
4,5,43,31247,3.32062873571751e-20,0.001,0.116304012745342,11,1000,38.2371083614837,0.0382371083614837
5,5,102,32051,7.42870245961988e-158,0.001,0.967448113576932,2,1000,1.0681513776309,0.0010681513776309
6,5,171,34628,1.392843478955e-83,0.001,0.629257080604254,2,1000,1.87564935313677,0.00187564935313677
7,5,201,35228,2.9058757985983e-80,0.001,0.650461859764904,6,1000,2.19499587192605,0.00219499587192605
8,5,331,35353,1.3464927624788e-70,0.001,0.929179582631085,3,1000,1.15554699988885,0.00115554699988885
9,5,530,37495,1.54596097351183e-144,0.001,0.529084203559561,4,1000,2.13614801739286,0.00213614801739286
10,5,684,42584,3.19295271978015e-73,0.001,0.533783110626288,5,1000,2.72044443752369,0.00272044443752369
11,5,1034,47864,1.20879922551595e-118,0.001,0.890997656214118,4,1000,1.25408523572517,0.00125408523572517
12,5,1224,52373,4.33037204234034e-181,0.001,0.997754154113001,1,1000,1.00450587342289,0.00100450587342289
