tree tree0 logl logliknew logTop logProp logPrior logWt
(1,(2,3),(4,(5,6))); (((2,3),1),(5,6),4); -4536.84 -4536.84 -1.2543 29.586 13.3177 -4551.85
(1,(2,3),(4,(5,6))); (4,(1,(2,3)),(6,5)); -4534.77 -4534.77 -1.2543 32.4271 13.6769 -4552.27
(1,(2,3),(4,(5,6))); ((1,(3,2)),(5,6),4); -4539.02 -4539.02 -1.2543 27.8744 13.3619 -4552.27
(1,(2,3),(4,(5,6))); ((6,5),4,(1,(2,3))); -4537.38 -4537.38 -1.2543 29.8722 13.4801 -4552.52
(1,2,(3,((4,6),5))); (6,((3,(2,1)),5),4); -4533.46 -4533.46 -1.66192 30.3633 13.4934 -4548.66
(1,(2,3),(4,(5,6))); ((((2,3),1),4),6,5); -4540.53 -4540.53 -1.2543 27.4061 13.7498 -4552.93
(1,2,(3,((4,6),5))); (2,(((4,6),5),3),1); -4534.1 -4534.1 -1.66192 29.4229 13.4435 -4548.42
(1,(2,3),((4,6),5)); (1,(5,(6,4)),(3,2)); -4546.05 -4546.05 -1.90918 26.4248 13.7815 -4556.78
(1,2,(3,((4,6),5))); ((5,(6,4)),3,(2,1)); -4533.87 -4533.87 -1.66192 29.6554 13.3661 -4548.49
(1,2,(3,(4,(5,6)))); ((((6,5),4),3),1,2); -4534.76 -4534.76 -1.00705 29.5265 14.134 -4549.15
(1,2,(3,((4,6),5))); ((3,(1,2)),5,(6,4)); -4532.88 -4532.88 -1.66192 31.5869 13.8687 -4548.93
(1,(2,3),((4,6),5)); (1,(2,3),(5,(4,6))); -4543.67 -4543.67 -1.90918 28.0347 13.0791 -4556.71
(1,(2,3),(4,(5,6))); (((6,5),4),(2,3),1); -4537.17 -4537.17 -1.2543 29.9775 13.4624 -4552.43
(1,(2,3),(4,(5,6))); ((((6,5),4),1),2,3); -4536.47 -4536.47 -1.2543 30.551 13.3862 -4552.38
(1,2,(3,(4,(5,6)))); (4,((2,1),3),(5,6)); -4534.58 -4534.58 -1.00705 29.2788 13.5133 -4549.34
(1,(2,3),((4,6),5)); ((((2,3),1),5),6,4); -4542.38 -4542.38 -1.90918 29.9283 13.5749 -4556.83
(1,(2,3),((4,6),5)); ((((3,2),1),5),6,4); -4547.43 -4547.43 -1.90918 24.9463 13.3545 -4557.12
(1,2,(3,(4,(5,6)))); ((((2,1),3),4),6,5); -4537.58 -4537.58 -1.00705 25.729 13.1655 -4549.14
(1,2,(3,((4,6),5))); (4,6,((3,(2,1)),5)); -4532.38 -4532.38 -1.66192 31.2532 13.4173 -4548.56
(1,2,(3,((4,6),5))); ((5,((2,1),3)),4,6); -4535.5 -4535.5 -1.66192 27.8703 13.522 -4548.19
(1,2,(3,((4,6),5))); (4,6,((3,(1,2)),5)); -4532.93 -4532.93 -1.66192 31.3568 13.7712 -4548.85
(1,(2,3),((4,6),5)); ((1,(3,2)),5,(6,4)); -4546.01 -4546.01 -1.90918 26.5906 13.2293 -4557.47
(1,(2,3),((4,6),5)); (5,(6,4),(1,(3,2))); -4541.19 -4541.19 -1.90918 31.4462 13.8403 -4556.89
(1,(2,3),(4,(5,6))); ((1,((5,6),4)),2,3); -4539.95 -4539.95 -1.2543 27.3539 13.633 -4552.41
(1,(2,3),(4,(5,6))); (((6,5),4),1,(3,2)); -4539.55 -4539.55 -1.2543 27.0725 13.3288 -4552.04
(1,(2,3),(4,(5,6))); (6,(4,((2,3),1)),5); -4537.1 -4537.1 -1.2543 29.7511 13.3999 -4552.2
(1,2,(3,((4,6),5))); (1,2,(((4,6),5),3)); -4533.28 -4533.28 -1.66192 31.0383 13.6297 -4549.03
(1,(2,3),((4,6),5)); (((5,(6,4)),1),3,2); -4541.35 -4541.35 -1.90918 31.1715 13.3821 -4557.23
(1,2,(3,((4,6),5))); (2,1,((5,(4,6)),3)); -4536.18 -4536.18 -1.66192 27.7934 13.5963 -4548.71
(1,(2,3),(4,(5,6))); (2,3,((4,(5,6)),1)); -4538.94 -4538.94 -1.2543 28.4533 13.7597 -4552.38
(1,2,(3,(4,(5,6)))); ((1,2),((6,5),4),3); -4534.44 -4534.44 -1.00705 29.2109 13.4381 -4549.21
(1,(2,3),((4,6),5)); ((5,(4,6)),(3,2),1); -4543.36 -4543.36 -1.90918 29.2356 13.7129 -4556.97
(1,(2,3),((4,6),5)); ((3,2),1,((6,4),5)); -4542.38 -4542.38 -1.90918 29.6214 13.4367 -4556.65
(1,2,(3,((4,6),5))); (6,4,(((1,2),3),5)); -4536.73 -4536.73 -1.66192 27.2491 13.3659 -4548.96
(1,2,(3,((4,6),5))); (5,(6,4),(3,(1,2))); -4534.57 -4534.57 -1.66192 29.3542 13.6767 -4548.59
(1,2,(3,((4,6),5))); (3,(1,2),(5,(4,6))); -4531.61 -4531.61 -1.66192 31.8344 13.4627 -4548.32
(1,(2,3),((4,6),5)); (4,6,(((3,2),1),5)); -4543.32 -4543.32 -1.90918 28.719 13.5645 -4556.56
(1,(2,3),(4,(5,6))); ((6,5),(1,(3,2)),4); -4538.42 -4538.42 -1.2543 29.7165 13.8221 -4553.06
(1,(2,3),(4,(5,6))); ((1,(3,2)),4,(5,6)); -4539.94 -4539.94 -1.2543 27.2898 13.8806 -4552.09
(1,(2,3),(4,(5,6))); (((2,3),1),4,(6,5)); -4541.83 -4541.83 -1.2543 25.3528 13.6663 -4552.26
(1,(2,3),((4,6),5)); ((5,(4,6)),(2,3),1); -4546.27 -4546.27 -1.90918 25.3047 13.2445 -4556.42
(1,2,(3,(4,(5,6)))); ((4,(5,6)),3,(1,2)); -4536.82 -4536.82 -1.00705 26.7102 13.7481 -4548.77
(1,(2,3),(4,(5,6))); (6,5,(4,((2,3),1))); -4537.82 -4537.82 -1.2543 29.8986 13.527 -4552.94
