1,12,0.14258097,11,12,0.16504641,10,11,0.1135853,2,10,0.12087725,3,10,0.17107647,9,11,0.13792649,4,9,0.18596129,8,9,0.15921097,5,8,0.17949802,6,8,0.12860871,7,12,0.16350682,-8239.1418,33.357574,-0.28621202,-8205.498
1,12,0.15471219,11,12,0.18797766,10,11,0.12242816,2,10,0.11694471,3,10,0.15297638,9,11,0.092218735,4,9,0.20602254,8,9,0.15237128,5,8,0.17287047,6,8,0.15217354,7,12,0.16391948,-8244.6729,33.492303,-0.41967973,-8210.7609
1,12,0.15542459,11,12,0.18335763,10,11,0.15483314,2,10,0.12618649,3,10,0.16462076,9,11,0.08315624,4,9,0.18888699,8,9,0.16189434,5,8,0.17432597,6,8,0.1453439,7,12,0.16444727,-8243.632,34.049546,-0.29266238,-8209.2898
1,12,0.18575764,11,12,0.12147908,10,11,0.11228354,2,10,0.12414715,3,10,0.14525527,9,11,0.10866329,4,9,0.18712659,8,9,0.14626802,5,8,0.15133269,6,8,0.15278369,7,12,0.16474938,-8245.5803,31.996927,-3.4476248,-8210.1357
1,12,0.15382913,11,12,0.14696765,10,11,0.11485133,2,10,0.1555077,3,10,0.1488024,9,11,0.094826606,4,9,0.16269923,8,9,0.17031051,5,8,0.17073075,6,8,0.11751417,7,12,0.16762358,-8245.9522,32.073261,-0.16956369,-8213.7093
1,12,0.16790199,11,12,0.16719135,10,11,0.14637024,2,10,0.11083442,3,10,0.13662401,9,11,0.12526041,4,9,0.14871933,8,9,0.17270909,5,8,0.15182292,6,8,0.12001459,7,12,0.15951658,-8245.7822,32.139299,-0.80747667,-8212.8354
1,12,0.13811341,11,12,0.17079695,10,11,0.10122704,2,10,0.1445845,3,10,0.17577318,9,11,0.19166478,4,9,0.12530954,8,9,0.20411615,5,8,0.17357442,6,8,0.14601116,7,12,0.13883022,-8249.1884,34.200027,-5.3236631,-8209.6647
1,12,0.15977448,11,12,0.1719968,10,11,0.068244348,2,10,0.15257342,3,10,0.18167605,9,11,0.15078176,4,9,0.16098951,8,9,0.20760022,5,8,0.13884149,6,8,0.14308113,7,12,0.14068296,-8250.7658,33.524844,-1.2029259,-8216.0381
1,12,0.1494128,11,12,0.17608554,10,11,0.14756608,2,10,0.1267133,3,10,0.1748441,9,11,0.089195111,4,9,0.1805124,8,9,0.17317099,5,8,0.18090951,6,8,0.135166,7,12,0.14113765,-8243.1071,33.49427,-1.5839868,-8208.0288
1,12,0.16072519,11,12,0.18888686,10,11,0.08460588,2,10,0.14055789,3,10,0.15518859,9,11,0.13545382,4,9,0.2113287,8,9,0.15753034,5,8,0.16535226,6,8,0.14187036,7,12,0.15089429,-8246.0607,33.847884,-1.0681791,-8211.1447
1,12,0.15747775,11,12,0.15332037,10,11,0.14110788,2,10,0.13421726,3,10,0.15266658,9,11,0.13848109,4,9,0.15204083,8,9,0.13443403,5,8,0.16354328,6,8,0.14854674,7,12,0.19190909,-8241.6367,33.354898,-1.3488734,-8206.933
1,12,0.15683361,11,12,0.12493511,10,11,0.11034442,2,10,0.12599867,3,10,0.18089637,9,11,0.13921841,4,9,0.15161556,8,9,0.17148965,5,8,0.16778802,6,8,0.14032178,7,12,0.16177027,-8238.8391,32.624237,-0.83414617,-8205.3807
1,12,0.15111626,11,12,0.18628827,10,11,0.11898152,2,10,0.13579053,3,10,0.18091761,9,11,0.12318422,4,9,0.18373516,8,9,0.14815759,5,8,0.17302374,6,8,0.16029716,7,12,0.16190988,-8239.9118,34.468039,-0.57225241,-8204.8715
1,12,0.11852584,11,12,0.16069885,10,11,0.11985959,2,10,0.1180885,3,10,0.18209803,9,11,0.12887117,4,9,0.14298112,8,9,0.15782925,5,8,0.17902052,6,8,0.15666357,7,12,0.15122654,-8242.6802,32.317259,-0.39925965,-8209.9636
1,12,0.1521885,11,12,0.13241491,10,11,0.10654223,2,10,0.10719298,3,10,0.20171146,9,11,0.12588788,4,9,0.12998273,8,9,0.18078723,5,8,0.16673466,6,8,0.13135199,7,12,0.16693025,-8243.9672,32.034496,-0.9051835,-8211.0275
1,12,0.14367672,11,12,0.15551818,10,11,0.11669521,2,10,0.12120983,3,10,0.16719038,9,11,0.15231495,4,9,0.15672977,8,9,0.17487614,5,8,0.16663429,6,8,0.16832178,7,12,0.14138877,-8239.8943,33.29112,-0.23445935,-8206.3687
1,12,0.14555895,11,12,0.14548145,10,11,0.14140802,2,10,0.10966175,3,10,0.18559155,9,11,0.14329016,4,9,0.16492721,8,9,0.14239993,5,8,0.19178416,6,8,0.13371293,7,12,0.18406532,-8240.7516,33.757629,-0.91524393,-8206.0787
1,12,0.13067186,11,12,0.18194968,10,11,0.1344169,2,10,0.13275957,3,10,0.1714626,9,11,0.15497525,4,9,0.1453334,8,9,0.16320932,5,8,0.13698102,6,8,0.16242119,7,12,0.14801831,-8242.6284,33.243982,-0.90451774,-8208.4799
1,12,0.16139551,11,12,0.16914706,10,11,0.13916617,2,10,0.11865123,3,10,0.18213319,9,11,0.12141222,4,9,0.16464316,8,9,0.1643499,5,8,0.16240842,6,8,0.11878451,7,12,0.14742459,-8239.8064,32.990319,-0.33657201,-8206.4795
1,12,0.1566215,11,12,0.14702139,10,11,0.11110459,2,10,0.13631218,3,10,0.18552618,9,11,0.1628673,4,9,0.14988932,8,9,0.1830858,5,8,0.1953835,6,8,0.14271828,7,12,0.17607552,-8242.1214,34.932111,-0.54799421,-8206.6413
1,12,0.13187289,11,12,0.17043079,10,11,0.12777003,2,10,0.10721009,3,10,0.17114112,9,11,0.14783811,4,9,0.1468481,8,9,0.17111799,5,8,0.16170036,6,8,0.1308158,7,12,0.1856196,-8240.6455,33.047298,-0.65462576,-8206.9435
1,12,0.2049015,11,12,0.13045422,10,11,0.14563082,2,10,0.14126106,3,10,0.18611989,9,11,0.12129184,4,9,0.15113575,8,9,0.18048993,5,8,0.20204275,6,8,0.13282656,7,12,0.13537642,-8249.315,34.630615,-1.0025409,-8213.6819
1,12,0.14069305,11,12,0.14887759,10,11,0.12222387,2,10,0.14434218,3,10,0.16032107,9,11,0.13362825,4,9,0.13330523,8,9,0.17050895,5,8,0.16684602,6,8,0.14887842,7,12,0.18066285,-8240.6504,33.00575,-0.480016,-8207.1646
1,12,0.15103635,11,12,0.14826058,10,11,0.11890536,2,10,0.13534282,3,10,0.1817204,9,11,0.12301062,4,9,0.1415688,8,9,0.16148657,5,8,0.17575781,6,8,0.15511363,7,12,0.12056289,-8244.1367,32.255317,-0.96109929,-8210.9203
1,12,0.15675889,11,12,0.14877111,10,11,0.13592628,2,10,0.11628476,3,10,0.16212293,9,11,0.14312905,4,9,0.1981405,8,9,0.14610808,5,8,0.16518641,6,8,0.14408719,7,12,0.16960256,-8239.4563,33.722355,-0.17106582,-8205.5628
1,12,0.16345133,11,12,0.12913743,10,11,0.16016066,2,10,0.12518301,3,10,0.20492096,9,11,0.14656795,4,9,0.15952922,8,9,0.17690871,5,8,0.15000063,6,8,0.13631959,7,12,0.164789,-8241.6866,34.33937,-0.94002538,-8206.4072
1,12,0.15457133,11,12,0.13099902,10,11,0.14095674,2,10,0.13035425,3,10,0.17271668,9,11,0.12855794,4,9,0.1805556,8,9,0.14601949,5,8,0.16146254,6,8,0.13677701,7,12,0.168098,-8238.3741,33.021372,-0.009295995,-8205.3434
1,12,0.14028294,11,12,0.14290812,10,11,0.14025565,2,10,0.13514931,3,10,0.19808324,9,11,0.13502671,4,9,0.15956817,8,9,0.14919178,5,8,0.14218538,6,8,0.14193343,7,12,0.1861498,-8240.9126,33.414691,-0.16897464,-8207.3289
1,12,0.15276469,11,12,0.15741497,10,11,0.14824074,2,10,0.12200577,3,10,0.16691072,9,11,0.18769588,4,9,0.15478421,8,9,0.1606724,5,8,0.15651672,6,8,0.13668538,7,12,0.14631414,-8242.5814,33.800112,-0.38371593,-8208.3976
1,12,0.14918624,11,12,0.17198246,10,11,0.12878025,2,10,0.11598249,3,10,0.17059408,9,11,0.17400488,4,9,0.13196316,8,9,0.20181942,5,8,0.18485618,6,8,0.13257165,7,12,0.12935631,-8246.7399,33.821942,-0.32070476,-8212.5972
1,12,0.14846208,11,12,0.11111227,10,11,0.13884221,2,10,0.10044152,3,10,0.15318915,9,11,0.16637781,4,9,0.15286356,8,9,0.14686971,5,8,0.16974667,6,8,0.15144911,7,12,0.15636622,-8244.7018,31.914406,-1.0085872,-8211.7788
