1,22,0.1490852,21,22,0.12019927,20,21,0.18544282,19,20,0.11725582,18,19,0.15717763,2,18,0.13719499,3,18,0.17562233,4,19,0.14101158,5,20,0.19123227,17,21,0.16295235,6,17,0.14675763,16,17,0.14523276,15,16,0.11419893,14,15,0.14910612,7,14,0.12315823,13,14,0.23059162,8,13,0.17315938,9,13,0.13726834,10,15,0.12331024,11,16,0.18889896,12,22,0.14224765,-13725.793,64.222082,-1.0978636,-13660.473
1,22,0.13470036,21,22,0.12935004,20,21,0.18733009,19,20,0.13292363,18,19,0.16002479,2,18,0.18446276,3,18,0.12163248,4,19,0.20032005,5,20,0.16283965,17,21,0.15903242,6,17,0.17628021,16,17,0.12879405,15,16,0.12391577,14,15,0.16097299,7,14,0.11789944,13,14,0.17974131,8,13,0.14766366,9,13,0.14815602,10,15,0.14835228,11,16,0.18772471,12,22,0.10213399,-13726.627,63.885014,-1.5864133,-13661.156
1,22,0.14620353,21,22,0.13948578,20,21,0.13372307,19,20,0.13594942,18,19,0.15136795,2,18,0.15483802,3,18,0.14960698,4,19,0.15717736,5,20,0.19333464,17,21,0.13837947,6,17,0.11745332,16,17,0.12555184,15,16,0.14113726,14,15,0.15684948,7,14,0.099449251,13,14,0.19990406,8,13,0.14200467,9,13,0.1481921,10,15,0.15897267,11,16,0.1784009,12,22,0.12395839,-13720.94,61.838803,-0.33404499,-13658.767
1,22,0.15602659,21,22,0.12903243,20,21,0.16957672,19,20,0.15050856,18,19,0.17323371,2,18,0.14988625,3,18,0.1769592,4,19,0.13650501,5,20,0.19285858,17,21,0.17486306,6,17,0.1379745,16,17,0.16295029,15,16,0.13982187,14,15,0.14227987,7,14,0.13749076,13,14,0.1764889,8,13,0.19330154,9,13,0.092459395,10,15,0.14002308,11,16,0.18190636,12,22,0.13646626,-13723.776,65.012259,-0.77342541,-13657.99
1,22,0.15482952,21,22,0.14839117,20,21,0.12732716,19,20,0.14452386,18,19,0.18921941,2,18,0.15172538,3,18,0.15485535,4,19,0.15257565,5,20,0.1975338,17,21,0.15435372,6,17,0.15233286,16,17,0.15435592,15,16,0.12875334,14,15,0.15472673,7,14,0.10375035,13,14,0.16096539,8,13,0.16249657,9,13,0.13715741,10,15,0.13943823,11,16,0.15086003,12,22,0.11008492,-13722.857,62.605136,-1.256676,-13658.995
1,22,0.12107231,21,22,0.14827463,20,21,0.20478637,19,20,0.12389731,18,19,0.15913243,2,18,0.17354791,3,18,0.14377644,4,19,0.16256915,5,20,0.17324416,17,21,0.097201155,6,17,0.13295312,16,17,0.12347948,15,16,0.13679851,14,15,0.18475993,7,14,0.10750558,13,14,0.23754875,8,13,0.17149595,9,13,0.1208731,10,15,0.11547575,11,16,0.17617596,12,22,0.13383473,-13731.883,62.968055,-3.6077742,-13665.307
1,22,0.13271543,21,22,0.10053513,20,21,0.1648201,19,20,0.18093874,18,19,0.14371415,2,18,0.18293784,3,18,0.15578691,4,19,0.18332765,5,20,0.19453461,17,21,0.19872272,6,17,0.12626052,16,17,0.15271426,15,16,0.14347407,14,15,0.10912957,7,14,0.1391882,13,14,0.18919881,8,13,0.14548236,9,13,0.11674851,10,15,0.19027066,11,16,0.14486742,12,22,0.11019195,-13731.448,64.111192,-0.86602676,-13666.471
1,22,0.18254881,21,22,0.16133695,20,21,0.15575645,19,20,0.13554374,18,19,0.15260087,2,18,0.14770327,3,18,0.12837455,4,19,0.1384115,5,20,0.20734845,17,21,0.13972024,6,17,0.12480154,16,17,0.15687895,15,16,0.12848637,14,15,0.1559866,7,14,0.13890569,13,14,0.21397349,8,13,0.15365932,9,13,0.12531274,10,15,0.15467166,11,16,0.14959627,12,22,0.10308221,-13722.552,63.093993,-0.60655977,-13658.851
1,22,0.18029161,21,22,0.1537866,20,21,0.19393987,19,20,0.17312503,18,19,0.13901895,2,18,0.172681,3,18,0.14868584,4,19,0.15553599,5,20,0.19048259,17,21,0.14113238,6,17,0.12724747,16,17,0.18602943,15,16,0.16102251,14,15,0.14884709,7,14,0.12869058,13,14,0.20196809,8,13,0.14820821,9,13,0.14384536,10,15,0.14101206,11,16,0.15534039,12,22,0.10851201,-13723.56,65.988061,-0.6836138,-13656.888
1,22,0.16739609,21,22,0.15969758,20,21,0.1669051,19,20,0.14017162,18,19,0.14213289,2,18,0.16779337,3,18,0.16343475,4,19,0.15265096,5,20,0.18296456,17,21,0.14396593,6,17,0.12375766,16,17,0.14676976,15,16,0.1543427,14,15,0.13732974,7,14,0.13147295,13,14,0.17277547,8,13,0.15133631,9,13,0.13741237,10,15,0.14503529,11,16,0.18216856,12,22,0.098361998,-13718.596,63.357513,-0.32215211,-13654.916
1,22,0.18280527,21,22,0.13023325,20,21,0.17717993,19,20,0.14190918,18,19,0.11020885,2,18,0.17924224,3,18,0.14228908,4,19,0.14122796,5,20,0.18843139,17,21,0.21363317,6,17,0.11134835,16,17,0.13232236,15,16,0.13619145,14,15,0.15881196,7,14,0.11347316,13,14,0.20818884,8,13,0.15323218,9,13,0.10547237,10,15,0.13072295,11,16,0.16201386,12,22,0.12837642,-13730.072,62.946285,-4.6806932,-13662.445
