9,10,0.12978955,1,9,0.15815205,2,9,0.19908463,8,10,0.14761619,7,8,0.1150952,3,7,0.15176952,4,7,0.16229804,5,8,0.19296809,6,10,0.31296622,-7517.2881,31.39479,-2.0739632,-7483.8193
9,10,0.14408215,1,9,0.1618638,2,9,0.14692946,8,10,0.1289337,7,8,0.15358608,3,7,0.14444996,4,7,0.13468045,5,8,0.18181567,6,10,0.24878719,-7516.567,28.902569,-1.0103925,-7486.654
9,10,0.12913944,1,9,0.18183512,2,9,0.15417659,8,10,0.1228045,7,8,0.16167779,3,7,0.14103658,4,7,0.12760013,5,8,0.16822912,6,10,0.31328348,-7514.1245,29.995655,-1.0935781,-7483.0352
9,10,0.14871699,1,9,0.18040692,2,9,0.15111581,8,10,0.16613096,7,8,0.16320684,3,7,0.1402485,4,7,0.15443184,5,8,0.13992783,6,10,0.27376994,-7515.408,30.359113,-0.0083550404,-7485.0405
9,10,0.16252772,1,9,0.18941312,2,9,0.1425115,8,10,0.13923759,7,8,0.16066552,3,7,0.15270323,4,7,0.13121867,5,8,0.14654731,6,10,0.31393615,-7515.0373,30.775216,-0.86908433,-7483.393
9,10,0.18922651,1,9,0.12455939,2,9,0.16329588,8,10,0.11896787,7,8,0.17699933,3,7,0.15435937,4,7,0.12813621,5,8,0.14175668,6,10,0.30751991,-7516.6015,30.096423,-2.407169,-7484.098
9,10,0.14220315,1,9,0.15292085,2,9,0.16332177,8,10,0.12483726,7,8,0.15948848,3,7,0.13226614,4,7,0.15366945,5,8,0.14281978,6,10,0.33720703,-7511.7536,30.174678,-0.60529561,-7480.9736
9,10,0.11620202,1,9,0.1321495,2,9,0.17402822,8,10,0.12588629,7,8,0.189893,3,7,0.13958399,4,7,0.13744889,5,8,0.13516782,6,10,0.36104411,-7517.5693,30.228077,-1.4810465,-7485.8602
9,10,0.10415807,1,9,0.11578047,2,9,0.16587498,8,10,0.14229058,7,8,0.14693438,3,7,0.14979732,4,7,0.12707739,5,8,0.14075986,6,10,0.29303176,-7518.4243,27.714096,-0.35635299,-7490.3538
9,10,0.13905978,1,9,0.14002116,2,9,0.21233866,8,10,0.11915453,7,8,0.12568466,3,7,0.12184805,4,7,0.15527652,5,8,0.15828118,6,10,0.28434046,-7516.9515,29.1201,-2.6968808,-7485.1346
9,10,0.15661927,1,9,0.13728972,2,9,0.16539717,8,10,0.10155038,7,8,0.14657147,3,7,0.13068991,4,7,0.16063869,5,8,0.15628963,6,10,0.30966253,-7512.8519,29.294175,-1.2074586,-7482.3503
9,10,0.14675425,1,9,0.14706008,2,9,0.17239828,8,10,0.13158443,7,8,0.16221211,3,7,0.15299775,4,7,0.15365781,5,8,0.15611619,6,10,0.30691682,-7511.225,30.593954,-0.40399119,-7480.2271
9,10,0.12937899,1,9,0.14603512,2,9,0.18620851,8,10,0.14735998,7,8,0.16896876,3,7,0.12548316,4,7,0.15002095,5,8,0.15614291,6,10,0.26857748,-7514.762,29.563517,-0.71760607,-7484.4809
9,10,0.11675838,1,9,0.16032508,2,9,0.14472686,8,10,0.10070548,7,8,0.14881476,3,7,0.14227208,4,7,0.12582645,5,8,0.18303924,6,10,0.2988092,-7517.3444,28.425551,-3.6481184,-7485.2708
9,10,0.12862446,1,9,0.14944808,2,9,0.17100615,8,10,0.16226286,7,8,0.13903498,3,7,0.13140132,4,7,0.15903193,5,8,0.16565312,6,10,0.26931583,-7513.9324,29.515575,-1.2367154,-7483.1801
9,10,0.17244644,1,9,0.15682628,2,9,0.15868498,8,10,0.13498742,7,8,0.12992637,3,7,0.13883544,4,7,0.13351612,5,8,0.15236322,6,10,0.3025899,-7512.5765,29.603524,-0.58161678,-7482.3914
9,10,0.12720195,1,9,0.14645048,2,9,0.19214846,8,10,0.16509444,7,8,0.15789225,3,7,0.14540751,4,7,0.15125264,5,8,0.16502535,6,10,0.2599666,-7516.1289,30.208794,-3.3128378,-7482.6072
9,10,0.15363932,1,9,0.12431816,2,9,0.20197309,8,10,0.12202741,7,8,0.15838436,3,7,0.14799785,4,7,0.15702812,5,8,0.14469846,6,10,0.29496085,-7514.4254,30.100552,-0.59590204,-7483.7289
9,10,0.14337092,1,9,0.14701948,2,9,0.16084332,8,10,0.10093654,7,8,0.1292642,3,7,0.13661274,4,7,0.1456091,5,8,0.16599805,6,10,0.37196014,-7515.5201,30.032289,-0.064327979,-7485.4235
9,10,0.18060771,1,9,0.15587445,2,9,0.17221608,8,10,0.13566452,7,8,0.15860735,3,7,0.16216295,4,7,0.14015314,5,8,0.17479919,6,10,0.30613114,-7514.5571,31.72433,-0.012864774,-7482.8199
9,10,0.13061353,1,9,0.14390016,2,9,0.16644936,8,10,0.10696713,7,8,0.10483709,3,7,0.13942429,4,7,0.16401582,5,8,0.13571986,6,10,0.33432504,-7518.9326,28.525045,-0.10881162,-7490.2988
9,10,0.1321361,1,9,0.15050671,2,9,0.17118166,8,10,0.13089777,7,8,0.12960079,3,7,0.12952195,4,7,0.14720547,5,8,0.17188001,6,10,0.30817822,-7511.7256,29.422174,-0.7264411,-7481.5769
