1,16,0.14204151,15,16,0.14400141,14,15,0.10950345,13,14,0.17895688,12,13,0.11733352,2,12,0.15749064,3,12,0.1662534,4,13,0.14874944,5,14,0.15915231,11,15,0.16161793,10,11,0.17694002,6,10,0.15996851,7,10,0.13222396,8,11,0.15405303,9,16,0.15662343,-12418.878,45.298189,-0.098931211,-12373.481
1,16,0.1550942,15,16,0.15781963,14,15,0.11362741,13,14,0.19217621,12,13,0.13637529,2,12,0.11941168,3,12,0.17306247,4,13,0.14402365,5,14,0.11008539,11,15,0.15142873,10,11,0.17845216,6,10,0.1314882,7,10,0.17117962,8,11,0.17536905,9,16,0.15278143,-12424.638,45.247502,-0.87245414,-12378.518
1,16,0.1274014,15,16,0.14317922,14,15,0.099307408,13,14,0.22220101,12,13,0.13777112,2,12,0.15938521,3,12,0.13729132,4,13,0.13605746,5,14,0.13416507,11,15,0.19704752,10,11,0.1884848,6,10,0.17849161,7,10,0.14193757,8,11,0.14200761,9,16,0.15917902,-12426.103,46.078147,-2.6371233,-12377.388
1,16,0.11388247,15,16,0.15107289,14,15,0.14613574,13,14,0.15285692,12,13,0.14935669,2,12,0.13025678,3,12,0.14242119,4,13,0.17181504,5,14,0.15963586,11,15,0.1525026,10,11,0.17242124,6,10,0.16829549,7,10,0.13354235,8,11,0.16015267,9,16,0.1589376,-12423.599,45.265711,-2.0791256,-12376.254
1,16,0.10180283,15,16,0.14617626,14,15,0.13051498,13,14,0.15657767,12,13,0.12094233,2,12,0.14283257,3,12,0.15912056,4,13,0.145993,5,14,0.1370429,11,15,0.15725382,10,11,0.18040148,6,10,0.17663412,7,10,0.15544551,8,11,0.15739526,9,16,0.1711656,-12420.883,44.785978,-0.041283349,-12376.055
1,16,0.14345855,15,16,0.13581491,14,15,0.099148785,13,14,0.16314983,12,13,0.12747916,2,12,0.12096337,3,12,0.14668465,4,13,0.15002878,5,14,0.13161633,11,15,0.1894262,10,11,0.17032598,6,10,0.14216125,7,10,0.15769251,8,11,0.1369716,9,16,0.15221981,-12419.031,43.342834,-0.38914373,-12375.299
1,16,0.14550439,15,16,0.14159186,14,15,0.11626172,13,14,0.17659665,12,13,0.12808807,2,12,0.13884485,3,12,0.14608285,4,13,0.14892108,5,14,0.12789627,11,15,0.17155943,10,11,0.21628119,6,10,0.16315182,7,10,0.15531555,8,11,0.12817435,9,16,0.15229303,-12419.604,45.131262,-0.078305225,-12374.395
1,16,0.094595445,15,16,0.15124505,14,15,0.1129908,13,14,0.15388721,12,13,0.1184686,2,12,0.11987082,3,12,0.17659641,4,13,0.14268846,5,14,0.15154162,11,15,0.16244168,10,11,0.16274942,6,10,0.1620665,7,10,0.14718686,8,11,0.14123847,9,16,0.16525159,-12425.622,43.256379,-0.22491711,-12382.141
1,16,0.14294668,15,16,0.15153526,14,15,0.10739965,13,14,0.16924648,12,13,0.17726836,2,12,0.15688327,3,12,0.16027565,4,13,0.12355465,5,14,0.13808588,11,15,0.20548943,10,11,0.13463013,6,10,0.14382756,7,10,0.17849281,8,11,0.17752628,9,16,0.15403351,-12429.174,46.423912,-2.250042,-12380.5
1,16,0.15503243,15,16,0.144952,14,15,0.13689271,13,14,0.1486338,12,13,0.15043967,2,12,0.12876596,3,12,0.12132484,4,13,0.13870778,5,14,0.12732201,11,15,0.16805019,10,11,0.15898168,6,10,0.13905086,7,10,0.18182741,8,11,0.13295148,9,16,0.14783027,-12425.621,43.615262,-0.10074078,-12381.905
1,16,0.1417799,15,16,0.14717109,14,15,0.11724738,13,14,0.17457785,12,13,0.12728894,2,12,0.12462909,3,12,0.16287501,4,13,0.15362196,5,14,0.1189616,11,15,0.19309797,10,11,0.17021788,6,10,0.14500506,7,10,0.17493289,8,11,0.14781517,9,16,0.14317004,-12418.654,44.847837,-0.17504405,-12373.631
1,16,0.14169622,15,16,0.14448966,14,15,0.10673887,13,14,0.16757386,12,13,0.12224645,2,12,0.1618124,3,12,0.15837143,4,13,0.16489461,5,14,0.17201809,11,15,0.17601766,10,11,0.18939276,6,10,0.13152278,7,10,0.13104576,8,11,0.1572228,9,16,0.14817642,-12424.76,45.464396,-4.6095058,-12374.686
1,16,0.15275868,15,16,0.13260597,14,15,0.14410015,13,14,0.17120521,12,13,0.16304721,2,12,0.11966097,3,12,0.15677514,4,13,0.16212402,5,14,0.14303872,11,15,0.13447531,10,11,0.16323639,6,10,0.15781429,7,10,0.16274382,8,11,0.16568299,9,16,0.15625742,-12422.52,45.710526,-1.3487232,-12375.461
1,16,0.15871291,15,16,0.13541419,14,15,0.11002779,13,14,0.16212579,12,13,0.13633937,2,12,0.13247792,3,12,0.13578486,4,13,0.14979353,5,14,0.14249124,11,15,0.14205836,10,11,0.1907235,6,10,0.15592647,7,10,0.16411889,8,11,0.1764933,9,16,0.13595359,-12420.76,44.568835,-0.20940004,-12375.982
1,16,0.13600796,15,16,0.13394262,14,15,0.12932455,13,14,0.1624793,12,13,0.14787061,2,12,0.15808643,3,12,0.14470505,4,13,0.14376394,5,14,0.11533474,11,15,0.14221636,10,11,0.1736291,6,10,0.14665975,7,10,0.15842272,8,11,0.15761139,9,16,0.13122399,-12420.588,43.62557,-1.5220394,-12375.441
