7,8,0.12744445,1,7,0.14803171,2,7,0.16021131,6,8,0.16925536,3,6,0.14787887,4,6,0.13218998,5,8,0.34785685,-6425.133,24.657371,-0.016094429,-6400.4595
7,8,0.19207315,1,7,0.19459966,2,7,0.12960027,6,8,0.1437374,3,6,0.13489231,4,6,0.12411889,5,8,0.26969797,-6425.7389,23.774393,-0.17701709,-6401.7875
7,8,0.16142278,1,7,0.17128625,2,7,0.1500912,6,8,0.17171897,3,6,0.13750743,4,6,0.11828601,5,8,0.27665302,-6423.3182,23.739313,-1.1773485,-6398.4015
7,8,0.14031706,1,7,0.15211928,2,7,0.13049199,6,8,0.1873628,3,6,0.1492893,4,6,0.12226885,5,8,0.31625013,-6423.8164,23.961988,-1.6934194,-6398.161
7,8,0.097544192,1,7,0.18274359,2,7,0.12493844,6,8,0.155363,3,6,0.12172182,4,6,0.13274308,5,8,0.28438955,-6428.9657,21.988873,-5.0783934,-6401.8985
7,8,0.12921271,1,7,0.17159194,2,7,0.12538633,6,8,0.21888114,3,6,0.13876592,4,6,0.10552468,5,8,0.27875946,-6429.661,23.362444,-5.7716515,-6400.5269
7,8,0.15563767,1,7,0.16860158,2,7,0.12965991,6,8,0.13215085,3,6,0.11545412,4,6,0.16769778,5,8,0.28998681,-6424.9584,23.183774,-2.4754079,-6399.2992
7,8,0.15418155,1,7,0.16446242,2,7,0.12896081,6,8,0.135095,3,6,0.15048246,4,6,0.14730101,5,8,0.2959061,-6422.29,23.527787,-0.12594108,-6398.6363
7,8,0.15009867,1,7,0.14853348,2,7,0.13852056,6,8,0.17776889,3,6,0.10554989,4,6,0.1676753,5,8,0.28395041,-6426.8253,23.441944,-2.500697,-6400.8827
7,8,0.12693459,1,7,0.15977545,2,7,0.14318369,6,8,0.1783119,3,6,0.1604951,4,6,0.12145409,5,8,0.29026837,-6424.0695,23.608464,-0.32399706,-6400.1371
7,8,0.16583032,1,7,0.14133836,2,7,0.16473036,6,8,0.13637194,3,6,0.13631736,4,6,0.15217956,5,8,0.23526072,-6431.0752,22.640573,-1.9181759,-6406.5165
7,8,0.1634207,1,7,0.20043282,2,7,0.12088974,6,8,0.1483265,3,6,0.14721317,4,6,0.1316669,5,8,0.29906706,-6423.0672,24.220338,-0.7047298,-6398.1422
7,8,0.17659181,1,7,0.17916513,2,7,0.11026817,6,8,0.1454598,3,6,0.12798049,4,6,0.13737864,5,8,0.28746287,-6423.5443,23.286138,-0.29173295,-6399.9665
7,8,0.18038714,1,7,0.18444601,2,7,0.13782234,6,8,0.1584516,3,6,0.13770505,4,6,0.11994888,5,8,0.34360407,-6424.843,25.247302,-1.0926771,-6398.503
7,8,0.12360404,1,7,0.19027426,2,7,0.13337313,6,8,0.16915234,3,6,0.14467793,4,6,0.16099901,5,8,0.31742803,-6425.0639,24.790175,-2.2555971,-6398.0181
7,8,0.15245516,1,7,0.1614411,2,7,0.14555633,6,8,0.1917382,3,6,0.14686775,4,6,0.11475167,5,8,0.35259539,-6426.5537,25.308112,-3.804238,-6397.4413
7,8,0.15592044,1,7,0.15436204,2,7,0.14037851,6,8,0.13832944,3,6,0.15657342,4,6,0.15856538,5,8,0.32686285,-6424.3391,24.619842,-0.87440738,-6398.8448
7,8,0.15207342,1,7,0.17429814,2,7,0.13247695,6,8,0.16554468,3,6,0.11910727,4,6,0.12605309,5,8,0.26568619,-6424.0454,22.704795,-1.4925663,-6399.848
7,8,0.13630723,1,7,0.15806701,2,7,0.13833633,6,8,0.13508347,3,6,0.12887848,4,6,0.12375509,5,8,0.31061934,-6422.6912,22.620939,-0.0089822077,-6400.0612
