1,18,0.16006452,17,18,0.12450396,16,17,0.14548026,2,16,0.14181045,3,16,0.15970115,15,17,0.15267715,4,15,0.13985426,14,15,0.15079018,13,14,0.15510797,12,13,0.11590117,5,12,0.1566149,11,12,0.15238236,6,11,0.12657497,7,11,0.13590087,8,13,0.12619575,9,14,0.13772311,10,18,0.15596151,-10330.645,48.744891,-2.2614072,-10279.639
1,18,0.13307663,17,18,0.19400782,16,17,0.18716683,2,16,0.10252052,3,16,0.19936014,15,17,0.092109025,4,15,0.15462661,14,15,0.12252146,13,14,0.18139933,12,13,0.12566081,5,12,0.13891778,11,12,0.16805712,6,11,0.12860242,7,11,0.18047342,8,13,0.13923775,9,14,0.10361335,10,18,0.12014289,-10340.559,49.429878,-1.6882248,-10289.441
1,18,0.192703,17,18,0.15875815,16,17,0.13681502,2,16,0.10759044,3,16,0.15227122,15,17,0.099425954,4,15,0.20251643,14,15,0.1210406,13,14,0.19280486,12,13,0.11539927,5,12,0.16294034,11,12,0.14313998,6,11,0.12999696,7,11,0.16831331,8,13,0.11828319,9,14,0.10471712,10,18,0.13413362,-10332.905,48.816989,-2.5639424,-10281.524
1,18,0.14321641,17,18,0.15911988,16,17,0.1466527,2,16,0.11846794,3,16,0.15720436,15,17,0.14342931,4,15,0.22614658,14,15,0.08838351,13,14,0.13639511,12,13,0.16018123,5,12,0.1703364,11,12,0.1347474,6,11,0.16445131,7,11,0.14494908,8,13,0.12296968,9,14,0.14264175,10,18,0.15537983,-10336.913,50.29345,-0.89467878,-10285.725
1,18,0.16479058,17,18,0.12776902,16,17,0.20889095,2,16,0.095096528,3,16,0.17625819,15,17,0.13336655,4,15,0.17255153,14,15,0.15605002,13,14,0.20941298,12,13,0.091177328,5,12,0.16817277,11,12,0.1493894,6,11,0.14479577,7,11,0.15007983,8,13,0.12421839,9,14,0.12807771,10,18,0.12569845,-10334.272,50.51592,-0.40423066,-10283.352
1,18,0.16409829,17,18,0.14318927,16,17,0.15502186,2,16,0.13605089,3,16,0.13748158,15,17,0.12382299,4,15,0.17162269,14,15,0.12521024,13,14,0.18317664,12,13,0.10530791,5,12,0.15503037,11,12,0.14372827,6,11,0.11650546,7,11,0.17734676,8,13,0.11790378,9,14,0.10673092,10,18,0.16588995,-10330,48.562357,-0.02174703,-10281.416
1,18,0.19391649,17,18,0.13104267,16,17,0.20471252,2,16,0.12203779,3,16,0.16177669,15,17,0.076760791,4,15,0.19375361,14,15,0.13588952,13,14,0.18513165,12,13,0.084797551,5,12,0.18331295,11,12,0.17532755,6,11,0.1396255,7,11,0.14749201,8,13,0.12541033,9,14,0.11361446,10,18,0.1311111,-10338.463,50.114264,-0.81829009,-10287.53
1,18,0.16617026,17,18,0.20417498,16,17,0.1519289,2,16,0.1355882,3,16,0.15531114,15,17,0.087552841,4,15,0.18687653,14,15,0.14294921,13,14,0.15332666,12,13,0.15234126,5,12,0.12801838,11,12,0.16158347,6,11,0.13873109,7,11,0.1564892,8,13,0.11544664,9,14,0.1433013,10,18,0.097107187,-10333.663,49.537945,-2.1232565,-10282.002
1,18,0.16136742,17,18,0.13706635,16,17,0.14340905,2,16,0.1331888,3,16,0.17139813,15,17,0.12164814,4,15,0.18779157,14,15,0.1205363,13,14,0.17639267,12,13,0.14360807,5,12,0.14524951,11,12,0.10430089,6,11,0.12852957,7,11,0.16672755,8,13,0.11350833,9,14,0.13013051,10,18,0.15362405,-10332.24,48.769538,-1.6474504,-10281.823
1,18,0.15868291,17,18,0.1663048,16,17,0.15110348,2,16,0.13137949,3,16,0.14322793,15,17,0.14222273,4,15,0.12557209,14,15,0.21319829,13,14,0.17781311,12,13,0.13682236,5,12,0.1634845,11,12,0.12563838,6,11,0.13623398,7,11,0.14370125,8,13,0.098274596,9,14,0.1083946,10,18,0.12320871,-10335.677,48.905264,-0.25465822,-10286.517
1,18,0.13293356,17,18,0.19664941,16,17,0.10391065,2,16,0.14743844,3,16,0.15453543,15,17,0.12400471,4,15,0.15198195,14,15,0.13208637,13,14,0.15803104,12,13,0.12651408,5,12,0.13153708,11,12,0.15081891,6,11,0.14797617,7,11,0.16636279,8,13,0.10693007,9,14,0.13893255,10,18,0.14246207,-10333.443,48.262106,-1.268237,-10283.913
1,18,0.1481052,17,18,0.13127488,16,17,0.21732804,2,16,0.1555461,3,16,0.15029794,15,17,0.1241617,4,15,0.15514734,14,15,0.1739992,13,14,0.1548927,12,13,0.11588987,5,12,0.15430242,11,12,0.15986018,6,11,0.1414249,7,11,0.16113375,8,13,0.13175259,9,14,0.11765881,10,18,0.15526744,-10332.31,50.960861,-0.18252064,-10281.166
1,18,0.14031132,17,18,0.16550837,16,17,0.16862419,2,16,0.13380332,3,16,0.15380183,15,17,0.16778978,4,15,0.15364485,14,15,0.10486319,13,14,0.1246695,12,13,0.11268019,5,12,0.1396645,11,12,0.15414146,6,11,0.12661898,7,11,0.17599613,8,13,0.099468363,9,14,0.13408378,10,18,0.13376394,-10334.857,47.788674,-3.6684144,-10283.4
1,18,0.15294924,17,18,0.13842498,16,17,0.15013509,2,16,0.15009741,3,16,0.14768702,15,17,0.12051987,4,15,0.13829734,14,15,0.15896786,13,14,0.17668548,12,13,0.12723526,5,12,0.1336399,11,12,0.17111191,6,11,0.1511027,7,11,0.14669777,8,13,0.11964965,9,14,0.099317692,10,18,0.14452089,-10330.902,48.540801,-0.26889475,-10282.092
1,18,0.17076152,17,18,0.16210888,16,17,0.1558399,2,16,0.13927609,3,16,0.16691879,15,17,0.1216064,4,15,0.15295843,14,15,0.14327789,13,14,0.17216578,12,13,0.13203834,5,12,0.14206225,11,12,0.12516624,6,11,0.16534154,7,11,0.17538179,8,13,0.12587754,9,14,0.13240172,10,18,0.11265148,-10328.498,49.916692,-1.106503,-10277.475
